USDMXN.X.Open,USDMXN.X.High,USDMXN.X.Low,USDMXN.X.Close,USDMXN.X.Volume,USDMXN.X.Adjusted
12.81,13.0695,12.5675,12.825,0,12.825
12.6296,13.021,12.5951,12.9857,0,12.9857
12.9845,13.2935,12.912,13.215,0,13.215
13.242,13.8895,13.1492,13.8178,0,13.8178
13.9139,14.2748,13.1479,13.275,0,13.275
13.2304,14.027,13.2304,13.323,0,13.323
13.45,13.652,13.002,13.51,0,13.51
13.348,13.525,12.9745,13.012,0,13.012
13.0157,13.0864,12.795,12.8815,0,12.8815
12.8815,12.8921,12.535,12.6,0,12.6
12.612,12.9004,12.555,12.8,0,12.8
12.85,12.905,12.6519,12.7605,0,12.7605
12.757,12.926,12.43,12.43,0,12.43
12.462,12.9,12.435,12.7723,0,12.7723
12.755,13.1675,12.6936,13.0743,0,13.0743
13.0743,13.075,12.695,12.845,0,12.845
12.705,12.8366,12.6147,12.7742,0,12.7742
12.8044,13.0597,12.771,12.942,0,12.942
12.9532,13.163,12.8712,13.057,0,13.057
13.0565,13.3054,12.8737,12.9211,0,12.9211
12.88,13.095,12.88,13.095,0,13.095
13.062,13.1955,12.988,13.1784,0,13.1784
13.082,13.2706,13.069,13.102,0,13.102
13.081,13.577,13.0328,13.517,0,13.517
13.4995,13.9642,13.326,13.9567,0,13.9567
13.9245,14.1254,13.65,13.726,0,13.726
13.74,13.943,13.355,13.3995,0,13.3995
13.3745,13.4791,13.167,13.2161,0,13.2161
13.2116,13.622,13.14,13.176,0,13.176
13.1987,13.2414,13.12,13.2075,0,13.2075
13.2025,13.475,13.16,13.39,0,13.39
13.455,13.8022,13.4305,13.692,0,13.692
13.692,13.75,13.444,13.567,0,13.567
13.5495,13.742,13.474,13.5866,0,13.5866
13.5865,13.6523,13.4911,13.59,0,13.59
13.581,13.821,13.5372,13.795,0,13.795
13.66,13.66,13.324,13.4333,0,13.4333
13.4195,13.6034,13.4195,13.562,0,13.562
13.562,13.5697,13.305,13.4131,0,13.4131
13.37,13.48,13.102,13.2495,0,13.2495
13.2445,13.6,13.2445,13.528,0,13.528
13.3895,13.7083,13.218,13.3226,0,13.3226
13.3226,13.3907,12.971,13.0273,0,13.0273
13.0273,13.201,12.965,13.105,0,13.105
13.105,13.335,13.0695,13.1275,0,13.1275
13.1275,13.1923,13.04,13.11,0,13.11
13.122,13.261,12.9805,13.157,0,13.157
13.1565,13.3345,13.115,13.3315,0,13.3315
13.3195,13.3702,13.218,13.2483,0,13.2483
13.27,13.339,13.2474,13.31,0,13.31
13.2485,13.4372,13.2291,13.425,0,13.425
13.4476,13.7276,13.3575,13.68,0,13.68
13.6595,13.8695,13.581,13.7719,0,13.7719
13.7719,13.8875,13.403,13.756,0,13.756
13.756,13.756,13.3716,13.434,0,13.434
13.449,13.857,13.4244,13.775,0,13.775
13.7726,13.7742,13.42,13.4275,0,13.4275
13.4406,13.4979,13.269,13.355,0,13.355
13.349,13.4855,13.318,13.435,0,13.435
13.435,13.6784,13.4168,13.665,0,13.665
13.6499,13.7653,13.565,13.709,0,13.709
13.6577,13.82,13.6219,13.7723,0,13.7723
13.7723,13.888,13.745,13.814,0,13.814
13.8046,14.1746,13.77,14.1095,0,14.1095
14.1095,14.3225,13.9093,13.9093,0,13.9093
13.915,13.9582,13.7289,13.923,0,13.923
13.9023,14.0073,13.7855,13.8879,0,13.8879
13.8879,14.0939,13.85,14.0013,0,14.0013
14.0423,14.0423,13.7048,13.726,0,13.726
13.7456,14.0979,13.721,14.04,0,14.04
14.0186,14.2336,13.985,14.068,0,14.068
14.0251,14.132,13.8797,14.05,0,14.05
14.0623,14.2674,13.949,14.2097,0,14.2097
14.215,14.2461,13.9985,14.0245,0,14.0245
14.0245,14.2283,14,14.1878,0,14.1878
14.1998,14.4328,14.03,14.329,0,14.329
14.312,14.565,14.2745,14.4199,0,14.4199
14.4375,14.6341,14.415,14.5637,0,14.5637
14.5617,14.6913,14.409,14.411,0,14.411
14.4372,14.478,14.22,14.3387,0,14.3387
14.3387,14.3474,14.1355,14.152,0,14.152
14.15,14.2572,14.051,14.2569,0,14.2569
14.2569,14.5521,14.1573,14.5098,0,14.5098
14.5098,14.5899,14.435,14.4805,0,14.4805
14.5078,14.6347,14.439,14.461,0,14.461
14.461,14.501,14.312,14.501,0,14.501
14.552,14.617,14.4697,14.483,0,14.483
14.5044,14.7255,14.4795,14.7016,0,14.7016
14.6905,14.7157,14.576,14.6217,0,14.6217
14.595,14.7678,14.4872,14.7595,0,14.7595
14.737,14.9555,14.6827,14.84,0,14.84
