GC.F.Open,GC.F.High,GC.F.Low,GC.F.Close,GC.F.Volume,GC.F.Adjusted
1293.900024,1297.099976,1290,1293.099976,144,1293.099976
1292.099976,1299.800049,1289.900024,1297.5,357,1297.5
1296.099976,1300.400024,1294.099976,1297.099976,373,1297.099976
1298.400024,1302.800049,1296.199951,1298.699951,79,1298.699951
1295.300049,1299.400024,1294.800049,1298.099976,650,1298.099976
1299.300049,1302,1295.199951,1298.900024,71,1298.900024
1297.800049,1298.099976,1292.699951,1295.099976,153,1295.099976
1294,1299.400024,1290.900024,1296.900024,135,1296.900024
1297.199951,1307.699951,1297.199951,1304,42,1304
1297.199951,1307.699951,1274,1274.599976,589,1274.599976
1280.699951,1280.699951,1276.199951,1276.199951,35,1276.199951
1278.699951,1281.800049,1269.900024,1275.599976,34,1275.599976
1274.400024,1274.400024,1271.199951,1271.199951,7,1271.199951
1262.699951,1268.900024,1260,1267.199951,46,1267.199951
1268.099976,1270.199951,1267,1267.400024,74,1267.400024
1270.599976,1271.199951,1265.599976,1265.599976,37,1265.599976
1267.199951,1267.199951,1256.599976,1256.599976,89,1256.599976
1255.5,1255.5,1252.300049,1252.800049,1162,1252.800049
1251.699951,1251.699951,1244.800049,1247.800049,378,1247.800049
1250.300049,1253.300049,1249.099976,1251.300049,48,1251.300049
1249.900024,1249.900024,1239.800049,1239.800049,29,1239.800049
NA,NA,NA,NA,NA,NA
1255.5,1257.300049,1253.599976,1257.300049,9,1257.300049
1255.5,1255.5,1254.300049,1254.300049,7,1254.300049
1258.199951,1262.300049,1257.699951,1258.099976,37,1258.099976
1256.199951,1256.900024,1249.300049,1253.800049,65,1253.800049
1253.199951,1253.199951,1242.800049,1242.800049,30,1242.800049
1240.900024,1246.699951,1240.900024,1245,7,1245
1244.699951,1247,1239.599976,1239.599976,2,1239.599976
1242.699951,1243.800049,1238.099976,1238.099976,2,1238.099976
1225.699951,1225.699951,1225.699951,1225.699951,0,1225.699951
1226.699951,1226.699951,1222.199951,1226.300049,67,1226.300049
1227.199951,1228,1211.699951,1222.400024,33,1222.400024
1229.5,1229.5,1229.5,1229.5,0,1229.5
1222,1224,1222,1224,1,1224
1223.900024,1223.900024,1223.900024,1223.900024,0,1223.900024
1231.400024,1231.400024,1231.400024,1231.400024,0,1231.400024
1227.800049,1227.800049,1225.300049,1225.300049,1,1225.300049
1222.599976,1222.599976,1222.599976,1222.599976,254428,1222.599976
1222.5,1223.900024,1218.099976,1221.300049,62239,1221.300049
1220.400024,1228.099976,1213,1223.699951,2722,1223.699951
1222.900024,1223.699951,1214.400024,1217.900024,1026,1217.900024
1214.699951,1219.300049,1205.800049,1210.599976,411,1210.599976
1206.5,1218.599976,1205.099976,1214.199951,784,1214.199951
1214.400024,1214.400024,1206.599976,1208.599976,297,1208.599976
1207.800049,1214.800049,1207.800049,1209.599976,715,1209.599976
1212,1215.199951,1205.900024,1212.599976,209,1212.599976
1214.5,1215.300049,1211.599976,1211.900024,44,1211.900024
1212.5,1216.400024,1205.599976,1211.099976,75,1211.099976
1207,1207.400024,1191.300049,1191.300049,78,1191.300049
1193.099976,1197.5,1192.800049,1193,92,1193
1187.800049,1188.099976,1174.599976,1177.5,71,1177.5
1173.199951,1180.199951,1161.400024,1176.199951,123,1176.199951
1174.699951,1181.199951,1174.699951,1176.5,66,1176.5
1184.800049,1190,1184.400024,1186.800049,68,1186.800049
1189.800049,1192.599976,1189.800049,1192.599976,22,1192.599976
1194.699951,1196.300049,1194.699951,1196.300049,17,1196.300049
1189.300049,1190.300049,1184.900024,1187,95,1187
1185.300049,1208,1185.300049,1206.300049,12,1206.300049
1210.300049,1211.400024,1205.199951,1209,154,1209
1209.699951,1217,1202.300049,1207.400024,136,1207.400024
1205.199951,1205.199951,1202.400024,1204.5,817,1204.5
1205.400024,1205.599976,1196,1197.699951,493,1197.699951
1207.099976,1208.199951,1199.099976,1200.300049,191,1200.300049
1193.800049,1193.800049,1189.900024,1192.699951,26,1192.699951
1192.5,1196,1192.5,1194.900024,21,1194.900024
1202,1202,1197.900024,1197.900024,7,1197.900024
1198.300049,1198.300049,1193.099976,1193.599976,29,1193.599976
1193,1193,1193,1193,11,1193
1190.400024,1196.300049,1190.400024,1195.400024,21,1195.400024
1205,1205,1204.699951,1204.699951,37,1204.699951
1203.400024,1203.400024,1200,1202,22,1202
1195,1195,1195,1195,1,1195
1199.699951,1199.699951,1199.699951,1199.699951,0,1199.699951
1198.699951,1198.699951,1196.800049,1196.800049,2,1196.800049
1202.199951,1202.199951,1202.199951,1202.199951,0,1202.199951
1206.199951,1206.199951,1206.199951,1206.199951,0,1206.199951
1196.199951,1196.199951,1196.199951,1196.199951,0,1196.199951
1199.300049,1199.300049,1199.300049,1199.300049,0,1199.300049
1202.099976,1202.800049,1200,1200,21,1200
1194,1194,1194,1194,17857,1194
1194.599976,1197.300049,1180.5,1182.300049,4947,1182.300049
1181.699951,1191.900024,1180,1191.5,404,1191.5
1191.599976,1191.599976,1185.800049,1187.099976,180,1187.099976
1193,1206,1190.300049,1202.400024,451,1202.400024
1202.599976,1202.599976,1196.599976,1198.300049,76,1198.300049
1199.300049,1204.599976,1197.199951,1197.199951,496,1197.199951
1197.099976,1205.300049,1196.900024,1201.199951,34,1201.199951
1201,1201,1183.699951,1184.400024,250,1184.400024
1185.599976,1189.099976,1185.599976,1187.199951,9,1187.199951
1189.300049,1192,1189.300049,1189.300049,1078,1189.300049
1198.099976,1224.599976,1196.300049,1223.5,126,1223.5
1221.599976,1221.599976,1216,1218.099976,122,1218.099976
1222.400024,1232.300049,1222.400024,1226.400024,136,1226.400024
1227.099976,1230.5,1227.099976,1227.300049,426,1227.300049
1225.900024,1225.900024,1223.699951,1223.699951,1,1223.699951
1226.5,1226.5,1226.5,1226.5,165,1226.5
1225.300049,1225.300049,1225.300049,1225.300049,55,1225.300049
1224.5,1224.5,1219.599976,1221.199951,18,1221.199951
1224.800049,1237.800049,1224.800049,1233.400024,33,1233.400024
1231.599976,1231.599976,1227.800049,1227.800049,36,1227.800049
1238.599976,1238.599976,1229.099976,1229.099976,7,1229.099976
1234.300049,1234.800049,1232.5,1232.5,20,1232.5
1224.5,1224.5,1224.5,1224.5,214,1224.5
1227.699951,1227.699951,1219.800049,1222.599976,72,1222.599976
1216,1216.599976,1212,1212.300049,121,1212.300049
1215.400024,1236,1215.400024,1236,14,1236
1233.300049,1233.300049,1230.900024,1230.900024,18,1230.900024
1230.599976,1231.5,1226.699951,1229.800049,15,1229.800049
1230.699951,1233.800049,1223.800049,1223.800049,4,1223.800049
1228.599976,1228.599976,1226.199951,1226.199951,1,1226.199951
1222.900024,1222.900024,1222.900024,1222.900024,2,1222.900024
1207.900024,1207.900024,1206.400024,1206.400024,14,1206.400024
1201.599976,1201.599976,1201.300049,1201.300049,1,1201.300049
1196.300049,1201.300049,1196.300049,1199.199951,5,1199.199951
1207.900024,1207.900024,1207.900024,1207.900024,0,1207.900024
1212.800049,1212.800049,1212.800049,1212.800049,0,1212.800049
1216.699951,1223.800049,1216.699951,1220.800049,5,1220.800049
1223.099976,1223.099976,1223.099976,1223.099976,0,1223.099976
1225.300049,1228.800049,1219,1219,12,1219
1225.800049,1225.800049,1225.800049,1225.800049,0,1225.800049
NA,NA,NA,NA,NA,NA
1220.199951,1222,1220.199951,1220.199951,2,1220.199951
1221.900024,1222,1211.199951,1211.199951,5,1211.199951
1211.5,1221.400024,1211.5,1221.400024,247168,1221.400024
1221,1228.699951,1220.5,1224.099976,55478,1224.099976
1224.099976,1225,1216.099976,1220.199951,2060,1220.199951
1222.5,1234.099976,1221.300049,1233.900024,751,1233.900024
1231,1241.400024,1230.400024,1241.099976,474,1241.099976
1237.5,1244.400024,1234.800049,1238.099976,434,1238.099976
1238.300049,1249.800049,1237.599976,1246.800049,211,1246.800049
1249.599976,1249.599976,1241.699951,1243.699951,131,1243.699951
1245.800049,1248.699951,1241.5,1241.900024,117,1241.900024
1245.300049,1245.599976,1244.099976,1244.400024,84,1244.400024
1243.5,1243.5,1241,1242.699951,194,1242.699951
1241.699951,1241.699951,1234.099976,1237,33,1237
1239.300049,1247.400024,1239.300049,1247.400024,10,1247.400024
1248.199951,1249.199951,1245.599976,1249.199951,31,1249.199951
1255.800049,1255.800049,1252.099976,1252.099976,268,1252.099976
1243.199951,1263.599976,1243.199951,1263.599976,49,1263.599976
1260.300049,1261.300049,1253.800049,1253.800049,96,1253.800049
NA,NA,NA,NA,NA,NA
1269.300049,1277.400024,1269.199951,1269.199951,63,1269.199951
1276.699951,1277.300049,1276.699951,1277.300049,480,1277.300049
1273.5,1280.099976,1273.5,1279.900024,805,1279.900024
1278,1281.300049,1277.599976,1278.300049,19,1278.300049
1286,1286,1277.599976,1281,149,1281
1286.800049,1292,1286.699951,1291.800049,10,1291.800049
1294.199951,1294.199951,1275.300049,1282.699951,34,1282.699951
1286.800049,1286.800049,1286.599976,1286.800049,2,1286.800049
1280.5,1283.199951,1278.199951,1283.199951,54,1283.199951
1279.400024,1289.300049,1279.199951,1289.300049,102,1289.300049
1284.699951,1284.699951,1284.699951,1284.699951,0,1284.699951
1291.199951,1291.199951,1286.300049,1287.099976,11,1287.099976
1292.400024,1293.900024,1289.099976,1289.099976,7,1289.099976
1290.099976,1292.699951,1286.199951,1286.199951,3,1286.199951
1291.599976,1291.599976,1291.599976,1291.599976,2,1291.599976
1291.599976,1292.699951,1288.5,1291,10,1291
1281.300049,1281.300049,1281.300049,1281.300049,3,1281.300049
1282.5,1283.300049,1282.5,1282.5,7,1282.5
1281.699951,1283.900024,1278.699951,1283.099976,14,1283.099976
1279.099976,1279.099976,1278.5,1279.099976,1,1279.099976
1297.400024,1297.400024,1297.400024,1297.400024,0,1297.400024
1300.800049,1307.099976,1298.400024,1302.400024,54,1302.400024
1308.199951,1308.199951,1308.199951,1308.199951,213607,1308.199951
1310.400024,1323.400024,1308.099976,1309.900024,54958,1309.900024
1320,1325.400024,1316.699951,1319.699951,1970,1319.699951
1320.300049,1320.699951,1315.400024,1316.900024,878,1316.900024
1318.099976,1318.099976,1308.300049,1314.300049,675,1314.300049
1311.099976,1315.099976,1311,1314.199951,362,1314.199951
1312.5,1313.5,1305,1309.5,358,1309.5
1302.900024,1310.400024,1302.199951,1309.400024,203,1309.400024
1309.5,1314,1307.800049,1313.699951,122,1313.699951
1313.400024,1313.400024,1304.699951,1307,119,1307
1310,1312,1307.599976,1309.199951,109,1309.199951
1311.599976,1316,1308.099976,1310.800049,143,1310.800049
1305,1311.800049,1301.599976,1309.800049,858,1309.800049
1313.599976,1318.800049,1313.599976,1318.099976,190,1318.099976
1320.900024,1340.099976,1320.5,1340.099976,390,1340.099976
1342.199951,1344,1338,1343.300049,581,1343.300049
1331.300049,1334.900024,1320.900024,1323.5,414,1323.5
1324.199951,1331.300049,1321,1329.199951,718,1329.199951
1329.199951,1331.599976,1325.599976,1325.900024,185,1325.900024
1323.300049,1325.5,1323.300049,1325.099976,939,1325.099976
1327.699951,1327.900024,1316.5,1317.699951,604,1317.699951
1321.099976,1323.699951,1311.5,1312.800049,141,1312.800049
1312.199951,1312.199951,1288.900024,1296.400024,110,1296.400024
1285.5,1287,1281.900024,1284.800049,28,1284.800049
1287,1287,1282,1282,114,1282
1287.099976,1287.099976,1282.599976,1284.900024,14,1284.900024
1281,1284.599976,1281,1283.800049,11,1283.800049
1292.099976,1297.400024,1291.599976,1297,10,1297
1291,1291,1288.800049,1288.800049,9,1288.800049
1294.699951,1296.300049,1294.699951,1296.300049,1,1296.300049
1307.5,1307.5,1307.5,1307.5,0,1307.5
1293.400024,1293.400024,1293.400024,1293.400024,1,1293.400024
1300.900024,1304.699951,1300.5,1301.800049,26,1301.800049
1297.300049,1302.199951,1297.300049,1300.300049,8,1300.300049
1306.900024,1306.900024,1304.800049,1305,20,1305
1300.699951,1300.699951,1300.5,1300.5,2,1300.5
1306.099976,1306.099976,1306.099976,1306.099976,0,1306.099976
1311.599976,1311.599976,1311.599976,1311.599976,0,1311.599976
1320.699951,1322.900024,1320.699951,1321.900024,19,1321.900024
1315.599976,1315.599976,1314.300049,1314.300049,1,1314.300049
1309.900024,1309.900024,1309.900024,1309.900024,206263,1309.900024
1308.400024,1311.099976,1287.699951,1289.800049,87798,1289.800049
1289.599976,1298.5,1286.099976,1293,1265,1293
1291.800049,1295.900024,1285.699951,1288.400024,675,1288.400024
1286.300049,1290.900024,1284.5,1290,525,1290
1291.400024,1293.099976,1287.5,1289.900024,172,1289.900024
1290.599976,1292.599976,1279.5,1289,269,1289
1292,1292,1283.599976,1290.400024,181,1290.400024
1292.199951,1302.099976,1291.800049,1297.099976,63,1297.099976
1298.5,1304.900024,1298.5,1303.5,30,1303.5
1304,1309.099976,1301.5,1309.099976,66,1309.099976
1307,1307.099976,1288.599976,1288.599976,420,1288.599976
1293.400024,1293.400024,1289.199951,1290.599976,607,1290.599976
1284.800049,1287.300049,1282.300049,1286.800049,523,1286.800049
1285.199951,1285.199951,1272.199951,1272.599976,643,1272.599976
1273.5,1273.5,1271.599976,1272.199951,308,1272.199951
1270.800049,1273.599976,1270.099976,1271.900024,27,1271.900024
1273.5,1273.5,1273.5,1273.5,147,1273.5
1266.400024,1269.800049,1266,1269.300049,206,1269.300049
1268.400024,1275.5,1267.800049,1275.5,518,1275.5
1280.599976,1280.800049,1275.800049,1275.800049,95,1275.800049
1284.900024,1284.900024,1284.900024,1284.900024,804,1284.900024
1284.800049,1284.900024,1277.099976,1278.599976,568,1278.599976
1281.699951,1283.300049,1280.800049,1282.800049,114,1282.800049
1278.699951,1283.300049,1278.699951,1281.400024,70,1281.400024
1269.199951,1270.800049,1266.599976,1269.699951,63,1269.699951
1270.099976,1279.199951,1270.099976,1279.199951,15,1279.199951
1282.199951,1282.199951,1280.300049,1281.699951,12,1281.699951
1280.5,1283.5,1280.5,1283.5,8,1283.5
1279.400024,1279.400024,1279.400024,1279.400024,5,1279.400024
1278.900024,1285,1278.800049,1283.5,38,1283.5
1285.400024,1286.5,1283.300049,1285.699951,6,1285.699951
1286.699951,1300.099976,1281.800049,1300.099976,56,1300.099976
1297.800049,1297.800049,1294.699951,1294.699951,6,1294.699951
1296.900024,1296.900024,1296,1296.300049,55,1296.300049
1285.199951,1285.400024,1285,1285,3,1285
1280,1280,1274.5,1274.5,1,1274.5
1276.099976,1276.099976,1276.099976,1276.099976,20,1276.099976
1272,1272,1272,1272,0,1272
1273.599976,1273.599976,1273.599976,1273.599976,0,1273.599976
1284.800049,1284.800049,1284.800049,1284.800049,0,1284.800049
1283,1283,1283,1283,9,1283
1276.5,1276.5,1276.5,1276.5,0,1276.5
1280.599976,1280.599976,1280.599976,1280.599976,189694,1280.599976
1279.400024,1288.300049,1273.900024,1287.099976,55573,1287.099976
1287.699951,1306.400024,1287.5,1305.800049,2814,1305.800049
1307,1327.800049,1307,1322.699951,812,1322.699951
1324.300049,1328.599976,1320.800049,1323.400024,302,1323.400024
1328.900024,1343.300049,1326.300049,1328.300049,622,1328.300049
1330.800049,1338.699951,1326.199951,1337.599976,161,1337.599976
1333.099976,1347.699951,1329.800049,1341.199951,240,1341.199951
1335.800049,1336.5,1324.099976,1324.699951,268,1324.699951
1328.400024,1328.400024,1319.099976,1326.400024,201,1326.400024
1326.900024,1334.5,1326.900024,1331.900024,139,1331.900024
1331.599976,1341.099976,1331.599976,1339.199951,157,1339.199951
1345.400024,1355.400024,1339.300049,1340.099976,914,1340.099976
1339,1340.300049,1335,1338.699951,76,1338.699951
1349.300049,1349.300049,1341.599976,1346.599976,29,1346.599976
1344,1344.599976,1344,1344.599976,129,1344.599976
1381.5,1392.900024,1379.5,1392.900024,76,1392.900024
1406,1406,1390.300049,1396.199951,35,1396.199951
1406,1420.599976,1402.099976,1414.300049,125,1414.300049
1418.099976,1433.300049,1414.900024,1414.900024,105,1414.900024
1407.199951,1413.300049,1405.800049,1411.599976,1333,1411.599976
1407,1410.800049,1399.800049,1408.400024,437,1408.400024
1408.300049,1422,1408.300049,1409.699951,356,1409.699951
1386.599976,1395.800049,1382.800049,1385.599976,214,1385.599976
1391.099976,1418.400024,1390.800049,1404.599976,38,1404.599976
NA,NA,NA,NA,NA,NA
1418.300049,1418.300049,1390.199951,1396.699951,20,1396.699951
1395.900024,1397,1393.599976,1397,14,1397
1394.5,1397.5,1386.199951,1397.5,53,1397.5
1409.900024,1410.099976,1409.900024,1410.099976,50,1410.099976
1424,1424,1404.300049,1404.300049,6,1404.300049
1405.599976,1410.099976,1405.599976,1409.900024,8,1409.900024
1414.400024,1415,1411.400024,1411.400024,25,1411.400024
1413.599976,1413.699951,1405,1409.199951,13,1409.199951
1404.599976,1421.300049,1404.599976,1421.300049,6,1421.300049
1422.300049,1444.199951,1419.5,1426.099976,66,1426.099976
1440.5,1442,1425.099976,1425.099976,22,1425.099976
1425.300049,1425.300049,1424,1425.300049,1,1425.300049
1418.599976,1421.300049,1416.300049,1420.099976,5,1420.099976
1422.800049,1422.800049,1422.800049,1422.800049,20,1422.800049
1413.900024,1413.900024,1413.900024,1413.900024,4,1413.900024
1422.800049,1423,1418.5,1418.5,5,1418.5
1419.599976,1419.599976,1419.599976,1419.599976,224267,1419.599976
1426.300049,1433.900024,1422.099976,1429.699951,73874,1429.699951
1431.300049,1435.800049,1411.199951,1426.099976,3294,1426.099976
1411.300049,1445.199951,1400.900024,1420.900024,2431,1420.900024
1448,1448,1432.300049,1445.599976,1873,1445.599976
1440.400024,1469.699951,1440.400024,1464.599976,1008,1464.599976
1469.699951,1475,1457.699951,1472.400024,460,1472.400024
1473.5,1509.900024,1473.199951,1507.300049,824,1507.300049
1498.400024,1508.5,1492,1497.699951,367,1497.699951
1506.199951,1507.5,1495.599976,1496.599976,74,1496.599976
1496,1514.900024,1488.099976,1505.300049,257,1505.300049
1510.400024,1531.400024,1483.699951,1502.199951,672,1502.199951
1500,1520.5,1497,1515.900024,328,1515.900024
1519.800049,1522.699951,1510.599976,1519.599976,87,1519.599976
1524.599976,1524.599976,1504.699951,1512.5,1815,1512.5
1507.199951,1507.599976,1492.900024,1500.400024,205,1500.400024
1497.5,1506.099976,1497.5,1504.599976,486,1504.599976
1504.900024,1505,1498.800049,1504.599976,350,1504.599976
1495.099976,1497.300049,1493.800049,1497.300049,686,1497.300049
1493.5,1527.599976,1493.5,1526.599976,983,1526.599976
1543.199951,1543.300049,1524.300049,1526.300049,334,1526.300049
1530.5,1542.099976,1528.5,1541,166,1541
1538.099976,1538.099976,1537.800049,1537.800049,2756,1537.800049
1537.5,1549.300049,1519.599976,1526.5,704,1526.5
1524.599976,1530.400024,1516.699951,1519.099976,276,1519.099976
1522.900024,1547.300049,1521,1545.900024,139,1545.900024
1549,1553.199951,1534.800049,1550.300049,46,1550.300049
1551,1551.099976,1511.099976,1515.400024,125,1515.400024
1517.300049,1526,1504.5,1506.199951,54,1506.199951
1509,1513,1498,1502.199951,69,1502.199951
1498.5,1498.5,1486.900024,1490.300049,23,1490.300049
1491.699951,1496.599976,1490.199951,1494.400024,8,1494.400024
1499.5,1515.400024,1498.699951,1498.699951,27,1498.699951
1490.900024,1490.900024,1486.900024,1490.900024,1,1490.900024
1506.599976,1506.800049,1496.900024,1503.099976,21,1503.099976
1497.900024,1505.099976,1497.900024,1505.099976,3,1505.099976
1508.900024,1509.400024,1489.300049,1507.5,8,1507.5
1496.099976,1502.400024,1496.099976,1498.400024,10,1498.400024
1503,1507.300049,1503,1507.300049,2,1507.300049
1515.5,1523.699951,1515.5,1523.699951,5,1523.699951
1515.099976,1533,1515.099976,1532.099976,25,1532.099976
1527.599976,1527.900024,1504.599976,1504.599976,25,1504.599976
1507.5,1507.5,1507.5,1507.5,8178,1507.5
1504.199951,1506.099976,1485.599976,1499.099976,7827,1499.099976
1495.900024,1495.900024,1463.5,1465.699951,1078,1465.699951
1468.699951,1485.5,1458.300049,1482,219,1482
1476.599976,1503.699951,1474.099976,1501,205,1501
1497.400024,1518.199951,1496.599976,1507.099976,1213,1507.099976
1505.599976,1508.699951,1497.099976,1506.199951,233,1506.199951
1504.800049,1505.800049,1489.099976,1497.699951,121,1497.699951
1489.400024,1506.300049,1489.300049,1497.199951,46,1497.199951
1507.699951,1507.699951,1498.400024,1506.099976,120,1506.099976
1511.199951,1511.199951,1490.599976,1494.800049,78,1494.800049
1491.900024,1494.900024,1476.900024,1482.699951,57,1482.699951
1484.400024,1493.5,1481.300049,1491.699951,400,1491.699951
1488.900024,1495.400024,1476.599976,1477.599976,367,1477.599976
1482,1488,1480,1488,383,1488
1486.199951,1493.199951,1485.800049,1492.300049,271,1492.300049
1487.300049,1489.099976,1486.599976,1488.199951,82,1488.199951
1489.900024,1489.900024,1481.5,1482.400024,72,1482.400024
1483.400024,1483.5,1481.699951,1481.699951,99,1481.699951
1486.400024,1490.300049,1486.400024,1489.900024,67,1489.900024
1490.5,1501.199951,1485.900024,1498.900024,115,1498.900024
1501.400024,1514.300049,1499,1499.5,93,1499.5
1504.099976,1504.099976,1490,1490,37,1490
1485.900024,1487,1485.900024,1487,425,1487
1487.199951,1495.400024,1481,1493.199951,320,1493.199951
1496.099976,1513.099976,1496.099976,1511.400024,210,1511.400024
1511,1511.599976,1503,1508,235,1508
1511.599976,1511.599976,1508,1508,101,1508
1507.099976,1507.099976,1480.800049,1480.800049,31,1480.800049
1483.199951,1491,1483.199951,1490.199951,567,1490.199951
1489.099976,1489.099976,1464.199951,1464.199951,581,1464.199951
1469.099976,1469.099976,1461.300049,1461.300049,21,1461.300049
1461,1461,1449.300049,1455.5,22,1455.5
1454.900024,1454.900024,1447.099976,1452.099976,6,1452.099976
1456.800049,1463.300049,1456.800049,1461.699951,56,1461.699951
1463.800049,1471.800049,1463.699951,1471.800049,83,1471.800049
1469.099976,1469.099976,1467.300049,1467.300049,13,1467.300049
1472,1472,1469.699951,1470.900024,141,1470.900024
1467.699951,1474.300049,1467.699951,1473.300049,18,1473.300049
1472.599976,1474.5,1467.300049,1473.300049,31,1473.300049
1463.099976,1463.099976,1463.099976,1463.099976,16,1463.099976
1468.599976,1468.599976,1463.099976,1463.099976,19,1463.099976
1457.099976,1457.099976,1455.5,1456.599976,14,1456.599976
1459.800049,1459.800049,1459.800049,1459.800049,346362,1459.800049
1461.099976,1461.900024,1452,1453.400024,88364,1453.400024
NA,NA,NA,NA,NA,NA
1462.800049,1464.400024,1453.300049,1462.300049,2172,1462.300049
1461.599976,1480.400024,1459.5,1478.199951,1460,1478.199951
1477.5,1483.400024,1471.199951,1474,613,1474
1474.699951,1478,1472.300049,1476.900024,907,1476.900024
1475,1476,1458.199951,1459.099976,899,1459.099976
1458.800049,1464.199951,1458.599976,1459.300049,1461,1459.300049
1460.699951,1467.199951,1460.699951,1462.599976,367,1462.599976
1463.099976,1475.400024,1463.099976,1469.400024,393,1469.400024
1475.099976,1483.900024,1463.699951,1466.699951,955,1466.699951
1463.099976,1475.900024,1463.099976,1475.599976,468,1475.599976
1473.800049,1475.300049,1473.800049,1475,99,1475
1474.099976,1476.900024,1474,1474.599976,410,1474.599976
1472.599976,1472.599976,1472.599976,1472.599976,250,1472.599976
1475.900024,1478.900024,1473.300049,1478.199951,319,1478.199951
1476.699951,1478.099976,1474.699951,1474.699951,118,1474.699951
1482.300049,1482.5,1479.900024,1482.5,391,1482.5
NA,NA,NA,NA,NA,NA
1505.199951,1512.300049,1505,1509.300049,126,1509.300049
1513.800049,1513.800049,1513.800049,1513.800049,839,1513.800049
1512.599976,1515.099976,1510,1514.5,446,1514.5
1513.800049,1523.400024,1513.800049,1519.5,301,1519.5
1518.099976,1528.699951,1518,1524.5,214,1524.5
1530.099976,1552.699951,1530.099976,1549.199951,107,1549.199951
1580,1580,1560.400024,1566.199951,416,1566.199951
1558.300049,1576.300049,1558.300049,1571.800049,47,1571.800049
1579.699951,1604.199951,1552.300049,1557.400024,236,1557.400024
1555.699951,1555.699951,1543.300049,1551.699951,54,1551.699951
1551.199951,1558.800049,1545.400024,1557.5,16,1557.5
1557.400024,1558,1548.400024,1548.400024,48,1548.400024
1546.699951,1546.699951,1534.900024,1542.400024,32,1542.400024
1548,1553.900024,1545.599976,1552.099976,11,1552.099976
1555.699951,1556.099976,1548.5,1549,98,1549
1554.099976,1558.800049,1553.599976,1558.800049,108,1558.800049
1559.300049,1566.199951,1551,1556.400024,45,1556.400024
1549.800049,1557.099976,1549.800049,1555.300049,42,1555.300049
1553.099976,1564.599976,1552.199951,1564.599976,15,1564.599976
1556.300049,1571.099976,1556.300049,1571.099976,43,1571.099976
1584.300049,1584.5,1576.800049,1576.800049,22,1576.800049
1576.400024,1576.400024,1569.199951,1569.199951,3,1569.199951
1569.800049,1569.800049,1569.800049,1569.800049,251274,1569.800049
1576.800049,1585,1571.400024,1583.5,62336,1583.5
1573.400024,1589,1570,1582.900024,1095,1582.900024
1592.900024,1593.300049,1568.199951,1577.199951,1062,1577.199951
1577.699951,1577.699951,1547.800049,1550.400024,978,1550.400024
1553.199951,1560.699951,1547.699951,1557.800049,1305,1557.800049
1553.599976,1565.599976,1551.599976,1565.099976,110,1565.099976
1564.900024,1571.900024,1560.5,1568.599976,431,1568.599976
1569.300049,1574.699951,1568.599976,1574.699951,128,1574.699951
1570.900024,1571.099976,1561.900024,1565.599976,440,1565.599976
1565.199951,1568.699951,1561,1567.400024,36,1567.400024
1570.199951,1575.099976,1570.199951,1575.099976,74,1575.099976
1575.800049,1582.699951,1574.800049,1582.699951,68,1582.699951
1579.800049,1604.300049,1579.800049,1600,310,1600
1600.599976,1610.5,1599.699951,1607.5,542,1607.5
1606.5,1621,1603,1616.599976,117,1616.599976
1619.300049,1645,1619.300049,1644.599976,186,1644.599976
1657,1686.599976,1650,1672.400024,435,1672.400024
1645.099976,1653.699951,1632.300049,1646.900024,409,1646.900024
1644,1648.099976,1636.400024,1640,1990,1640
1641.099976,1658,1638.5,1640,707,1640
1640.300049,1642.5,1564.099976,1564.099976,289,1564.099976
1583.900024,1608.300049,1574.300049,1592.300049,537,1592.300049
1594.5,1645.300049,1594,1642.099976,610,1642.099976
1645.400024,1645.900024,1631.300049,1641.099976,83,1641.099976
1637.300049,1672.900024,1637.199951,1666.400024,154,1666.400024
1670.800049,1686.199951,1647.199951,1670.800049,175,1670.800049
1696.099976,1701.599976,1657.699951,1674.5,161,1674.5
1671.599976,1674.599976,1643,1659.099976,48,1659.099976
1656.599976,1666.5,1635,1641.400024,47,1641.400024
1637,1647.5,1566.400024,1589.300049,256,1589.300049
1574.900024,1589.800049,1513.800049,1515.699951,89,1515.699951
1569.099976,1569.099976,1452.099976,1485.900024,193,1485.900024
1469.300049,1537.699951,1469.300049,1524.900024,122,1524.900024
1537.5,1542,1477.300049,1477.300049,333,1477.300049
1481.5,1491.599976,1471,1478.599976,262,1478.599976
1483.5,1484,1483.5,1484,14,1484
1505.300049,1567,1490.199951,1567,51,1567
1592.699951,1685.5,1592.699951,1660.199951,442,1660.199951
1676.5,1676.5,1631.099976,1632.300049,476,1632.300049
1660.5,1660.5,1650.099976,1650.099976,3,1650.099976
1623.900024,1623.900024,1623.900024,1623.900024,100638,1623.900024
1641.199951,1652.800049,1607.199951,1622,16389,1622
1618.699951,1621,1576,1583.400024,2874,1583.400024
1570,1600,1570,1578.199951,2158,1578.199951
1590.900024,1631.199951,1586,1625.699951,1294,1625.699951
1624.5,1636,1619.800049,1633.699951,643,1633.699951
1629.099976,1696.699951,1625.900024,1677,1063,1677
1695.699951,1724.400024,1658,1664.800049,1144,1664.800049
1669.699951,1677,1662.5,1665.400024,747,1665.400024
1662.699951,1736.199951,1662.699951,1736.199951,825,1736.199951
1722,1756.800049,1710.699951,1744.800049,696,1744.800049
1756.800049,1775,1739.5,1756.699951,675,1756.699951
