GC.F.Open,GC.F.High,GC.F.Low,GC.F.Close,GC.F.Volume,GC.F.Adjusted
1235.400024,1243.300049,1235,1235.400024,104,1235.400024
1236,1236,1236,1236,573,1236
1237.099976,1237.900024,1234,1237.099976,128,1237.099976
1248.300049,1249.400024,1233,1248.300049,124,1248.300049
1246.300049,1254.300049,1243.599976,1246.300049,41,1246.300049
1251.5,1252.5,1246.900024,1251.5,100,1251.5
1249.199951,1249.199951,1240,1249.199951,3,1249.199951
1257.300049,1258,1255.5,1257.300049,7,1257.300049
1255.599976,1260.199951,1254.699951,1255.599976,27,1255.599976
1248.900024,1256,1244.099976,1248.900024,9,1248.900024
1244.5,1244.5,1244.5,1244.5,20,1244.5
1245.099976,1245.099976,1245.099976,1245.099976,18,1245.099976
1269.699951,1272.400024,1253.400024,1269.699951,87,1269.699951
1266.599976,1269.800049,1263.5,1266.699951,34,1266.699951
1271.900024,1275.199951,1268.699951,1271.900024,37,1271.900024
1275.599976,1279.599976,1273.800049,1275.599976,54,1275.599976
1279,1282,1279,1279,27,1279
1272.400024,1289.800049,1271.800049,1272.400024,56,1272.400024
1290.199951,1290.199951,1290.199951,1290.199951,17,1290.199951
1294.300049,1294.300049,1289.400024,1294.300049,45,1294.300049
1296,1297.400024,1294.199951,1296,37,1296
1296.699951,1296.699951,1296.699951,1296.699951,67,1296.699951
1287.5,1308.599976,1287.5,1306.599976,25190,1306.599976
1309.400024,1312.5,1305,1308.5,6745,1308.5
1307.199951,1315.199951,1295.699951,1307.800049,579,1307.800049
1309,1320,1309,1316.099976,153,1316.099976
1318.300049,1319.099976,1312,1315.400024,95,1315.400024
1312.900024,1341.099976,1312.900024,1338.900024,197,1338.900024
1339.099976,1349,1339,1346.400024,215,1346.400024
1347.900024,1363,1325.699951,1333.900024,261,1333.900024
1333.5,1348.400024,1325,1344.199951,80,1344.199951
1346.699951,1353.699951,1344,1353.300049,79,1353.300049
1346.900024,1352.199951,1343.599976,1345.699951,112,1345.699951
1356.400024,1374,1355.099976,1369.5,251,1369.5
1372.800049,1383.900024,1371.300049,1376.699951,106,1376.699951
1379.199951,1382.400024,1364.699951,1371.099976,170,1371.099976
1358,1372.599976,1358,1371.199951,46,1371.199951
1366.800049,1370.5,1328.5,1335.099976,301,1335.099976
1336,1345.800049,1334.199951,1343.300049,148,1343.300049
1344.199951,1346.199951,1317.5,1324.699951,102,1324.699951
1326.699951,1328.099976,1319,1324.400024,113,1324.400024
1333.599976,1349.099976,1333.099976,1338.300049,194,1338.300049
1341.199951,1341.199951,1328.300049,1338,195,1338
1341,1341,1321.099976,1322.199951,106,1322.199951
1327.900024,1343.599976,1325.900024,1342.099976,192,1342.099976
1340.199951,1358.699951,1336.800049,1357.099976,74,1357.099976
1360.300049,1360.300049,1350.699951,1350.199951,40,1350.199951
1356.800049,1356.800049,1355.5,1356.400024,17,1356.400024
1351.400024,1359.199951,1327.5,1337.099976,135,1337.099976
1368.599976,1392.5,1368.599976,1382.699951,109,1382.699951
1390.699951,1398,1378.199951,1397.300049,109,1397.300049
1390.5,1409.199951,1387.099976,1402.800049,112,1402.800049
1405.199951,1423.199951,1382.900024,1409.800049,84,1409.800049
1395.199951,1408.099976,1384,1399.099976,29,1399.099976
1400.699951,1413.5,1397.300049,1403.099976,26,1403.099976
1407.900024,1407.900024,1360.099976,1365.400024,182,1365.400024
1363.699951,1372.599976,1355.300049,1368.400024,46,1368.400024
1356.5,1358.199951,1329.5,1338.300049,67,1338.300049
1336.900024,1341.800049,1331.300049,1336.800049,50,1336.800049
1349.5,1353.199951,1347.699951,1352.900024,17,1352.900024
1350.699951,1352,1344.5,1352.199951,7,1352.199951
1357.699951,1357.699951,1357.699951,1357.699951,7,1357.699951
1369.400024,1377.5,1364.5,1377.5,15,1377.5
1377.800049,1377.800049,1377.800049,1372.900024,3,1372.900024
NA,NA,NA,NA,NA,NA
1364,1369.300049,1352.599976,1366,94486,1366
1366.699951,1390.099976,1362.800049,1385,11370,1385
1386.800049,1396.599976,1382.300049,1387.300049,4759,1387.300049
1387.599976,1398.599976,1383.300049,1388.5,1550,1388.5
1385.099976,1415.099976,1385.099976,1405.400024,2341,1405.400024
1414,1428.400024,1410,1415.300049,833,1415.300049
1424.5,1431.099976,1398,1408.300049,866,1408.300049
1402.5,1403.800049,1372,1382.5,1675,1382.5
1380.599976,1394.199951,1380.5,1392.099976,971,1392.099976
1388.900024,1392,1373.099976,1384.300049,457,1384.300049
1384.5,1399.199951,1384.5,1397.300049,193,1397.300049
1401.900024,1407.300049,1391.800049,1403.599976,431,1403.599976
1394,1394,1379.5,1385.5,215,1385.5
1380.900024,1385,1362.5,1370.400024,228,1370.400024
1376.400024,1378.599976,1365.900024,1378.599976,102,1378.599976
1383.199951,1386.699951,1376.5,1385.5,125,1385.5
1385.800049,1389.5,1381.5,1388.199951,113,1388.199951
1388,1389.5,1385,1386.800049,58,1386.800049
1388.400024,1388.400024,1373.699951,1380,101,1380
1373.5,1384.199951,1373.5,1382.400024,322,1382.400024
1389.800049,1406.699951,1389.800049,1405.199951,519,1405.199951
1403.400024,1412.199951,1402.900024,1413.099976,413,1413.099976
1413.800049,1413.800049,1403.099976,1405.599976,185,1405.599976
1405.699951,1421.099976,1405.699951,1421.099976,54,1421.099976
1415.599976,1423.900024,1413.699951,1422.599976,28,1422.599976
1409.599976,1410.900024,1375.800049,1378.5,122,1378.5
1383.400024,1384,1364.199951,1373.400024,175,1373.400024
1374.800049,1376.5,1368.900024,1371.400024,158,1371.400024
1372.699951,1377.199951,1355.5,1368.5,225,1368.5
1369,1374,1365.699951,1373.699951,181,1373.699951
1375.400024,1384.5,1373.900024,1384,13,1384
1382.599976,1385.5,1378,1385.699951,204,1385.699951
1386.099976,1392.5,1371.400024,1386.900024,66,1386.900024
1375,1376,1356.699951,1360.400024,252,1360.400024
1365.099976,1371,1359.199951,1368.099976,106,1368.099976
1371.900024,1376.199951,1367,1370.199951,40,1370.199951
1367.699951,1367.699951,1345,1346.5,10,1346.5
1341.699951,1345.599976,1338.599976,1341,20,1341
1352.300049,1352.300049,1341.800049,1344.5,2,1344.5
1330.400024,1331.5,1323.599976,1332.300049,394,1332.300049
1333,1341.699951,1333,1333,4,1333
1342,1342,1318.400024,1318.400024,210699,1318.400024
1314,1346.599976,1307.699951,1340.699951,73023,1340.699951
1339,1345.900024,1323.300049,1333.800049,13657,1333.800049
1333.099976,1342.900024,1325.300049,1339.599976,3180,1339.599976
1344,1344,1327,1331.5,1363,1331.5
1335.599976,1355.800049,1324.900024,1352.300049,1865,1352.300049
1354.800049,1360,1345,1348.300049,591,1348.300049
1345.800049,1353.800049,1343.800049,1347.599976,1004,1347.599976
1351.199951,1367,1350,1363.400024,2536,1363.400024
1362.800049,1366.5,1359.599976,1364.800049,146,1364.800049
1364.300049,1364.5,1351.699951,1361.900024,312,1361.900024
1364,1368.800049,1355.199951,1359.900024,488,1359.900024
1357.800049,1365.599976,1356.599976,1364.599976,181,1364.599976
1361.599976,1376,1361.599976,1373.599976,321,1373.599976
1373.599976,1382,1370.5,1374.699951,156,1374.699951
1377.699951,1384.699951,1377,1384.699951,113,1384.699951
1384.099976,1391.800049,1381.800049,1388.199951,98,1388.199951
1395.099976,1408.699951,1395.099976,1400.5,430,1400.5
1397.800049,1413.800049,1397.800049,1413.400024,318,1413.400024
1415.099976,1415.300049,1408.300049,1415.300049,809,1415.300049
1401.699951,1411,1401,1408.699951,352,1408.699951
1410.699951,1415.699951,1407.699951,1409.300049,205,1409.300049
1415.300049,1434.400024,1415.300049,1430.699951,116,1430.699951
1432.5,1440.5,1428.800049,1437.199951,1600,1437.199951
1432.300049,1432.300049,1415.900024,1416,244,1416
1418.900024,1429.800049,1416.800049,1428.199951,60,1428.199951
1434.5,1445,1429.5,1434.099976,613,1434.099976
1431.599976,1432.599976,1424.300049,1426.900024,198,1426.900024
1430,1435.699951,1426.099976,1429.300049,98,1429.300049
1429.5,1429.800049,1403.800049,1412.199951,23,1412.199951
1413.699951,1422.599976,1404.900024,1421.5,23,1421.5
1420,1427.699951,1420,1424.599976,58,1424.599976
1413.300049,1413.300049,1385.5,1392.599976,20,1392.599976
1398,1404.199951,1394.300049,1396,38,1396
1387.699951,1393.599976,1387.699951,1404,27,1404
1406.400024,1419.300049,1406.400024,1415.900024,6,1415.900024
1433.5,1433.5,1430.800049,1426.199951,43,1426.199951
1430.400024,1430.400024,1430.400024,1427.5,85,1427.5
1432.199951,1439.699951,1432.199951,1437.900024,19,1437.900024
1437.699951,1446.900024,1437.5,1434.800049,27,1434.800049
1436,1436,1436,1426.099976,1,1426.099976
1413.199951,1415.599976,1413.199951,1419.800049,6,1419.800049
1416,1416,1416,1416,135792,1416
1418.699951,1430.300049,1412,1423.800049,47011,1423.800049
1423.300049,1440,1420.699951,1438.900024,8230,1438.900024
1433.400024,1436.5,1413,1428.099976,5318,1428.099976
1429.099976,1439.099976,1428.800049,1432.199951,683,1432.199951
1437.900024,1457.599976,1430.300049,1451.800049,2609,1451.800049
1456.900024,1462.300049,1452,1457.699951,901,1457.699951
1459.699951,1462.5,1453.900024,1458.5,229,1458.5
1457.599976,1475.5,1457.5,1473.400024,1407,1473.400024
1476,1476,1459.699951,1467.400024,378,1467.400024
1461.800049,1467.199951,1444.400024,1452.900024,345,1452.900024
1455,1462,1454,1454.900024,197,1454.900024
1456.800049,1476,1452.699951,1471.699951,535,1471.699951
1477.599976,1487.5,1473.199951,1485.300049,293,1485.300049
1486.300049,1497.300049,1477.5,1492.300049,650,1492.300049
1493.300049,1499.5,1489,1494.5,168,1494.5
1494,1505.300049,1494,1498.300049,386,1498.300049
1503.699951,1508.300049,1501.699951,1503.199951,237,1503.199951
1513.300049,1518,1502.800049,1508.599976,233,1508.599976
1501.5,1506.300049,1495,1503,223,1503
1507.099976,1512.800049,1505.199951,1516.699951,460,1516.699951
1528.599976,1536,1526.599976,1530.800049,425,1530.800049
1538.699951,1568.699951,1537.300049,1556,124,1556
1572.900024,1576.599976,1543.099976,1556.699951,200,1556.699951
1542.5,1547,1527.5,1540.099976,246,1540.099976
1535,1539,1506.199951,1514.900024,272,1514.900024
1514.699951,1520.699951,1471,1480.900024,133,1480.900024
1473.199951,1494.800049,1472.300049,1491.199951,144,1491.199951
1501.5,1512.800049,1501.300049,1502.900024,44,1502.900024
1508.400024,1516.900024,1508.400024,1516.599976,13,1516.599976
1524,1524.099976,1495.199951,1501.099976,30,1501.099976
1492.099976,1498.5,1484.800049,1506.599976,11,1506.599976
1503.5,1511.300049,1490.199951,1493.400024,16,1493.400024
1489.300049,1494.900024,1489.300049,1490.400024,10,1490.400024
1489.800049,1491.800049,1473,1479.800049,41,1479.800049
1496.400024,1497,1496.300049,1495.599976,82,1495.599976
1491.5,1491.5,1491.5,1492.199951,1,1492.199951
1499,1512.699951,1488.699951,1508.800049,93,1508.800049
1510.5,1512.300049,1507,1515.300049,42,1515.300049
1527.099976,1527.099976,1521.900024,1523.199951,4,1523.199951
1526.400024,1527.5,1526.099976,1526.599976,10,1526.599976
1521.199951,1521.199951,1519.5,1522.800049,186986,1522.800049
1519.400024,1538.5,1518.400024,1536.300049,76719,1536.300049
1536.699951,1541.099976,1532.400024,1535.900024,6152,1535.900024
1535.699951,1550.599976,1529.699951,1542.400024,2845,1542.400024
1541.300049,1544.5,1520,1532,1651,1532
1534.699951,1546.300049,1525,1541.699951,1745,1541.699951
1542.900024,1553.900024,1542,1546.5,691,1546.5
1545,1549.900024,1537.199951,1543.300049,2530,1543.300049
1544.199951,1544.199951,1531.300049,1538.099976,489,1538.099976
1536.099976,1548.800049,1534.400024,1542.099976,288,1542.099976
1543.699951,1543.900024,1526.400024,1528.599976,632,1528.599976
1528.099976,1533,1511.300049,1515,851,1515
1517.199951,1526.199951,1513.099976,1523.800049,306,1523.800049
1525,1533.400024,1515,1525.599976,648,1525.599976
1526,1531.199951,1522,1529.300049,164,1529.300049
1523,1541.599976,1523,1538.599976,72,1538.599976
1536,1545.699951,1535.199951,1541.5,99,1541.5
1540.099976,1547.5,1540,1546,125,1546
1547.199951,1558.5,1544.400024,1552.900024,222,1552.900024
1547.199951,1547.199951,1514.699951,1520.099976,300,1520.099976
1524.699951,1525,1498.5,1500.5,257,1500.5
1503.5,1503.5,1490.699951,1496,140,1496
1499.900024,1505,1496.099976,1499.699951,508,1499.699951
1504.099976,1512.199951,1504.099976,1509.900024,395,1509.900024
1511.5,1514,1498.800049,1502.300049,69,1502.300049
1502.199951,1502.199951,1480,1482.300049,66,1482.300049
1490.400024,1515,1490.300049,1512.300049,199,1512.300049
1513.699951,1531.5,1510.300049,1528.699951,71,1528.699951
1529.099976,1533.099976,1522.699951,1530.199951,55,1530.199951
1527,1542.599976,1526.599976,1541.199951,3,1541.199951
1550,1555.199951,1543.099976,1548.800049,14,1548.800049
1548.199951,1565,1542,1561.900024,8,1561.900024
1574,1585.599976,1570.800049,1585.199951,29,1585.199951
1586.300049,1592.800049,1583.599976,1589,19,1589
1582.300049,1592.199951,1582.300049,1589.800049,8,1589.800049
1592.800049,1605,1592.800049,1602.099976,13,1602.099976
1608.099976,1608.800049,1583.300049,1600.900024,63,1600.900024
1584.300049,1596.699951,1582.400024,1596.699951,9,1596.699951
1598,1601.599976,1586.599976,1586.800049,24,1586.800049
1588.5,1606.5,1588.5,1601.300049,12,1601.300049
1610,1619.400024,1610,1612,67,1612
1609.800049,1618.5,1609.800049,1616.599976,28,1616.599976
1619.699951,1619.699951,1617,1615,232220,1615
1614.199951,1620.599976,1602.800049,1613.400024,70263,1613.400024
1617.099976,1634.900024,1610.599976,1628.300049,6761,1628.300049
1623,1631.800049,1607,1619,2889,1619
1619.300049,1660.599976,1616.800049,1641.900024,2440,1641.900024
1659.900024,1672.300049,1651.599976,1663.400024,2024,1663.400024
1660.5,1681.800049,1640,1656.199951,1952,1656.199951
1647.5,1666.099976,1642.699951,1648.800049,825,1648.800049
1679.099976,1720,1678.099976,1710.199951,1885,1710.199951
1722.5,1779,1720.099976,1740,1861,1740
1744,1795.599976,1741.300049,1781.300049,969,1781.300049
1795.099976,1813.5,1733.300049,1748.800049,1503,1748.800049
1760.599976,1764.199951,1723.800049,1740.199951,1166,1740.199951
1734.900024,1765.199951,1730.5,1755.5,976,1755.5
1769,1787.300049,1761.599976,1782.400024,278,1782.400024
1784.800049,1794.300049,1782,1791.199951,231,1791.199951
1786.5,1828.5,1785.5,1818.900024,868,1818.900024
1823.699951,1874.400024,1823.699951,1848.900024,328,1848.900024
1868.599976,1895,1858.400024,1888.699951,1106,1888.699951
1909,1909.300049,1824.599976,1858.300049,458,1858.300049
1833,1853.099976,1753.099976,1754.099976,992,1754.099976
1748.400024,1772.5,1707.300049,1759.800049,864,1759.800049
1768.5,1829.300049,1768.5,1794.099976,270,1794.099976
1817.900024,1817.900024,1786.699951,1788.400024,828,1788.400024
1787.199951,1839.599976,1783.099976,1826.699951,598,1826.699951
1830.599976,1837.900024,1811.400024,1828.5,336,1828.5
1825.800049,1829.5,1814.400024,1826,263,1826
1828.599976,1884.199951,1828.599976,1873.699951,442,1873.699951
1886.300049,1911.599976,1864,1869.900024,536,1869.900024
1868.900024,1873.699951,1792.800049,1814.199951,470,1814.199951
1839.300049,1870,1835,1854.400024,142,1854.400024
1858.099976,1881.300049,1830,1856.400024,188,1856.400024
1852.400024,1852.400024,1806,1809.900024,245,1809.900024
1817.800049,1835.300049,1808.099976,1826.800049,52,1826.800049
1843,1843,1809,1823.5,156,1823.5
1816.300049,1816.300049,1775.800049,1778.5,80,1778.5
1768.5,1819.099976,1768.5,1812.099976,111,1812.099976
1814.699951,1818.900024,1788,1776.400024,13,1776.400024
1778.800049,1807.800049,1776,1806.599976,86,1806.599976
1808,1811.699951,1782.800049,1805.5,22,1805.5
1773.199951,1773.199951,1730.900024,1739.199951,23,1739.199951
1737.300049,1737.300049,1636.300049,1637.5,81,1637.5
1646.400024,1661.800049,1562.400024,1592.5,151,1592.5
1653.800049,1665.400024,1653.699951,1650.599976,47,1650.599976
1650,1650,1650,1616.300049,21275,1616.300049
1604,1633.800049,1585,1615.5,7181,1615.5
1620.800049,1639.400024,1609.400024,1620.400024,284,1620.400024
1627.800049,1660.800049,1627.599976,1656,101,1656
1661,1678.099976,1596.599976,1614.699951,159,1614.699951
1629.300049,1640.300049,1599.599976,1640.300049,114,1640.300049
1642.599976,1654.699951,1637.599976,1651.900024,38,1651.900024
1657,1665,1626.199951,1634.5,66,1634.5
1645.599976,1676.800049,1645.599976,1669.599976,61,1669.599976
1685,1685,1657.599976,1659.699951,151,1659.699951
1667.099976,1691,1667.099976,1681.300049,37,1681.300049
1676.099976,1678.800049,1656.199951,1667.300049,148,1667.300049
1665.800049,1683.300049,1665.800049,1681.800049,51,1681.800049
1683.599976,1693.5,1667.300049,1675.5,41,1675.5
1666,1666,1627.5,1651.699951,85,1651.699951
1659.300049,1659.300049,1641.300049,1646,22,1646
1643.199951,1643.199951,1608.699951,1611.900024,92,1611.900024
1626.099976,1647.400024,1626.099976,1635.099976,32,1635.099976
1646.199951,1657.800049,1646.199951,1651.5,313,1651.5
1645,1706.800049,1645,1699.599976,355,1699.599976
1717,1723.599976,1708.900024,1722.699951,135,1722.699951
1717.800049,1735.5,1717.800049,1746.699951,494,1746.699951
1752,1752,1733,1746.199951,158,1746.199951
1741.900024,1741.900024,1717,1724.199951,62,1724.199951
1706.699951,1720.099976,1682.5,1711,246,1711
1724.300049,1741.400024,1723.199951,1728.699951,294,1728.699951
1740.5,1766,1726.599976,1764.199951,290,1764.199951
1757,1761.199951,1754.900024,1755.300049,47,1755.300049
1755.300049,1797,1755.300049,1790.300049,35,1790.300049
1798.400024,1798.400024,1785.699951,1798.400024,14,1798.400024
1793,1793,1774.199951,1790.900024,6,1790.900024
1766.800049,1766.800049,1754.800049,1758.900024,16,1758.900024
1777,1789.099976,1777,1787.5,28,1787.5
1779,1779,1779,1777.800049,24,1777.800049
1779.199951,1783.099976,1761.300049,1781.699951,18,1781.699951
1777.5,1777.5,1757.699951,1773.800049,65,1773.800049
1755.300049,1755.300049,1714,1719.800049,54,1719.800049
1725,1736,1719,1724.699951,14,1724.699951
1704.599976,1704.599976,1674.400024,1678.300049,9,1678.300049
1675.400024,1702.199951,1675.400024,1702.199951,13,1702.199951
1691.199951,1700,1681.599976,1695.699951,34,1695.699951
NA,NA,NA,NA,NA,NA
1710.800049,1710.800049,1710.800049,1710.800049,175525,1710.800049
1711.300049,1718.400024,1704,1713.400024,64786,1713.400024
1714,1749.199951,1699.900024,1745.5,15463,1745.5
1747,1753.300049,1734.5,1735.300049,1350,1735.300049
1744.800049,1762.900024,1741.599976,1747,1067,1747
1748.900024,1752.599976,1718.699951,1730.699951,756,1730.699951
1722.099976,1731.800049,1703,1727.900024,648,1727.900024
1730.599976,1741.900024,1720,1740.900024,300,1740.900024
1742,1752.300049,1705.400024,1709.800049,942,1709.800049
1713.300049,1720.699951,1705.699951,1712.800049,568,1712.800049
1707.5,1708.199951,1658.5,1664.199951,894,1664.199951
1654.699951,1671.800049,1628,1659.900024,274,1659.900024
1636.5,1639.5,1565.800049,1584.300049,890,1584.300049
1571.400024,1592.800049,1565.599976,1574.599976,589,1574.599976
1587.400024,1595.900024,1586,1595.599976,57,1595.599976
1596.400024,1603.400024,1589.699951,1594.400024,92,1594.400024
1596.400024,1617,1596.400024,1615.599976,215,1615.599976
1615.599976,1635,1608.300049,1611.900024,38,1611.900024
1608.800049,1610,1601.900024,1608.900024,599,1608.900024
1612,1612.800049,1604.699951,1604.699951,62,1604.699951
1599,1599,1592.599976,1594.199951,52,1594.199951
1584.900024,1588.599976,1561.300049,1562.900024,763,1562.900024
1559.300049,1559.300049,1525,1539.900024,866,1539.900024
1549.400024,1579.5,1547.900024,1565.800049,289,1565.800049
1568.900024,1604.300049,1566,1599.699951,229,1599.699951
1596.599976,1618.599976,1594.5,1611.900024,172,1611.900024
1610.800049,1624.099976,1597.800049,1619.400024,362,1619.400024
1622.5,1627.800049,1616.099976,1616.099976,20,1616.099976
1614.300049,1620.099976,1607.5,1607.5,8,1607.5
1619.900024,1638,1619.900024,1631,47,1631
1634.800049,1645.400024,1633.800049,1639.199951,65,1639.199951
1645.199951,1656.099976,1645.199951,1647.300049,84,1647.300049
1638.900024,1643.400024,1630.400024,1630.400024,368,1630.400024
1643.699951,1657.800049,1642.099976,1655.199951,16,1655.199951
1654,1660.300049,1654,1659.5,11,1659.5
1663,1664.400024,1653.5,1654.099976,58,1654.099976
1652.800049,1664.300049,1652.800049,1663.699951,8,1663.699951
1676.900024,1680,1669.900024,1678,10,1678
1666.900024,1668.199951,1664.199951,1664.199951,5,1664.199951
1673,1706.199951,1672,1699.800049,239,1699.800049
1729,1729,1721,1726.300049,16,1726.300049
1727,1734.099976,1727,1731.800049,175023,1731.800049
1737.199951,1739.900024,1715.699951,1731,53427,1731
1731.699951,1747.699951,1725,1737.800049,7540,1737.800049
1738.199951,1751.099976,1734,1747.099976,2027,1747.099976
1745.099976,1761.099976,1742.900024,1756.800049,2062,1756.800049
1758.699951,1761.300049,1724.5,1737.900024,543,1737.900024
1728,1738.300049,1713.300049,1722.800049,726,1722.800049
1722,1748,1713.199951,1746.400024,272,1746.400024
1744,1751.5,1728.199951,1729.300049,955,1729.300049
1731.400024,1749.699951,1726.099976,1739,119,1739
1732.699951,1734.400024,1706.400024,1723.300049,248,1723.300049
1725,1733,1718.400024,1723,104,1723
1720,1724.900024,1715,1715.900024,94,1715.900024
1723.599976,1737,1723.599976,1726.300049,110,1726.300049
1718.400024,1728.400024,1707,1726.800049,38,1726.800049
1733.599976,1735.099976,1718.800049,1724.5,80,1724.5
1736.099976,1760,1733.599976,1757.099976,115,1757.099976
1758.699951,1781.900024,1750,1770,161,1770
1774,1786,1773,1784.900024,298,1784.900024
1778.5,1780.699951,1771.300049,1775.099976,129,1775.099976
1773.599976,1775.599976,1768.099976,1773.599976,841,1773.599976
1767.900024,1789.400024,1767.900024,1787,306,1787
1789.900024,1790.400024,1669,1709.900024,359,1709.900024
1698.599976,1724.599976,1698.599976,1721.099976,214,1721.099976
1723,1723,1705.199951,1708.800049,135,1708.800049
1705.5,1709.5,1695.400024,1703,421,1703
1708.699951,1708.699951,1666,1671.400024,176,1671.400024
1676,1684,1673.099976,1683.300049,39,1683.300049
1686.400024,1702.400024,1686.400024,1698.099976,301,1698.099976
1698.800049,1710.900024,1680.699951,1710.900024,73,1710.900024
1708.099976,1708.099976,1694.900024,1699.199951,98,1699.199951
1698.400024,1698.400024,1685.099976,1693.699951,47,1693.699951
1676.900024,1681,1637.400024,1642.5,201,1642.5
1646.300049,1660.199951,1640,1659.099976,405,1659.099976
1660,1661.400024,1641.300049,1655.5,317,1655.5
1661.199951,1668,1652.099976,1666.900024,462,1666.900024
1648.099976,1652.300049,1642,1646.699951,250,1646.699951
1657.800049,1660,1646.099976,1650,546,1650
1648,1649.400024,1633.800049,1642.300049,321,1642.300049
1652.5,1665.099976,1646.300049,1662.300049,76,1662.300049
1665,1692.900024,1657.800049,1685.5,84,1685.5
1687.800049,1690.800049,1684.400024,1684.800049,100,1684.800049
1670.099976,1670.099976,1657.900024,1657.900024,193107,1657.900024
1661.800049,1664.5,1644.300049,1652.199951,47342,1652.199951
1660.599976,1670,1659,1669.300049,9825,1669.300049
1670.400024,1682.800049,1662,1677.5,2531,1677.5
1677.599976,1679.5,1638.699951,1670,1165,1670
1646.5,1647,1612.300049,1612.300049,1122,1612.300049
1620.800049,1633.199951,1620.400024,1628.5,289,1628.5
1645.300049,1646.400024,1636.5,1642.5,158,1642.5
1649,1661.699951,1636.199951,1659.5,350,1659.5
1654.800049,1659.699951,1654.699951,1659,426,1659
1660,1680.099976,1650,1679.5,1309,1679.5
1673.300049,1674.800049,1650,1659.099976,220,1659.099976
1650.800049,1656.800049,1641.199951,1648.699951,717,1648.699951
1652,1652.900024,1637,1650.300049,69,1650.300049
1653.199951,1653.300049,1638.099976,1638.800049,273,1638.800049
1642.099976,1653.099976,1632,1640.599976,77,1640.599976
1641.699951,1645.599976,1640.900024,1642.099976,54,1642.099976
1642.400024,1642.400024,1625.099976,1631.900024,226,1631.900024
1634.400024,1648.599976,1634.400024,1643,123,1643
1641.300049,1643.800049,1626.900024,1641.400024,82,1641.400024
1658.300049,1659.599976,1658.300049,1659.599976,280,1659.599976
1654.5,1666.900024,1654,1664,236,1664
1663,1665.699951,1653,1663.400024,36,1663.400024
1665,1670.5,1661.699951,1661.699951,25,1661.699951
1659.199951,1659.199951,1648.300049,1653.400024,50,1653.400024
1651.199951,1652.199951,1631.300049,1634.199951,78,1634.199951
1635.699951,1645.599976,1629.400024,1644.699951,68,1644.699951
1637.900024,1640,1632.599976,1638.599976,21,1638.599976
1636.699951,1636.699951,1596,1604,154,1604
1595.300049,1595.300049,1586.300049,1593.699951,30,1593.699951
1594.199951,1595.099976,1592.400024,1595.099976,6,1595.099976
1586.099976,1589.599976,1583.599976,1583.599976,6,1583.599976
1563,1563.099976,1555.5,1560.599976,5,1560.599976
1555.400024,1558.300049,1542.400024,1556.800049,28,1556.800049
1541.400024,1541.400024,1528.5,1536.199951,26,1536.199951
1546.900024,1579,1546.900024,1574.5,51,1574.5
1573.699951,1591.599976,1568.199951,1591.599976,26,1591.599976
1591.900024,1594.099976,1588.400024,1588.400024,32,1588.400024
1575.699951,1578.099976,1568.400024,1576.300049,27,1576.300049
1538.199951,1548.099976,1534.400024,1548.099976,6,1548.099976
1559,1569.400024,1551.5,1557.300049,23,1557.300049
1558.199951,1568.800049,1557.300049,1568.800049,7,1568.800049
1574.699951,1582.5,1548.599976,1548.599976,259050,1548.599976
1553.900024,1569,1530.400024,1563.400024,79887,1563.400024
1562.699951,1572.599976,1551.800049,1562.599976,5901,1562.599976
1560,1630,1545.5,1620.5,2820,1620.5
1623,1627.900024,1609,1612.199951,2134,1612.199951
1619.300049,1622.699951,1612.900024,1615.199951,604,1615.199951
1619.699951,1639.699951,1616.5,1632.800049,419,1632.800049
1622.599976,1627.199951,1581.900024,1586.599976,1200,1586.599976
1589.900024,1593.900024,1566.5,1590.099976,157,1590.099976
1608,1608,1583,1595.5,129,1595.5
1594.099976,1612.800049,1588.5,1612.699951,523,1612.699951
1608.199951,1622.400024,1608.199951,1618.099976,655,1618.099976
1621.199951,1626.400024,1610.099976,1618.400024,493,1618.400024
1624.300049,1630,1621.5,1627,1015,1627
1622.599976,1627.599976,1615,1625.699951,246,1625.699951
1629.800049,1630.699951,1622,1622.199951,32,1622.199951
1618.300049,1618.300049,1601.300049,1614.800049,140,1614.800049
1603.199951,1603.300049,1564.5,1564.5,29,1564.5
1565.5,1568.400024,1560,1566,16,1566
1574.900024,1587.5,1571,1587.5,32,1587.5
1583.5,1583.5,1567.699951,1574,104,1574
1567,1577.5,1563,1577.5,220,1577.5
1573.699951,1573.699951,1548.400024,1549.699951,133,1549.699951
1562.599976,1603.5,1561.900024,1603.5,61,1603.5
1597.099976,1598.300049,1589.699951,1597.199951,35,1597.199951
NA,NA,NA,NA,NA,NA
1618.5,1619.199951,1598,1608.900024,27,1608.900024
1592.300049,1593.800049,1578.400024,1578.400024,15,1578.400024
1582.099976,1588.599976,1580.900024,1588.599976,5,1588.599976
1599.199951,1599.800049,1567.599976,1579.300049,12,1579.300049
1577.400024,1579.5,1575.199951,1575.199951,12,1575.199951
1569.300049,1574.699951,1557.199951,1564.900024,44,1564.900024
1567.800049,1594.099976,1567.800049,1591.599976,26,1591.599976
1586.199951,1591.199951,1585.800049,1591.199951,7,1591.199951
1596,1596,1576.300049,1589.099976,27,1589.099976
1581.199951,1583.699951,1569.900024,1570.400024,30,1570.400024
1580,1586.900024,1578.400024,1580.099976,60,1580.099976
