EURJPY.X.Open,EURJPY.X.High,EURJPY.X.Low,EURJPY.X.Close,EURJPY.X.Volume,EURJPY.X.Adjusted
116.910004,120.809998,116.779999,120.739998,0,120.739998
121.220001,126.139999,119.540001,125.105003,0,125.105003
125.110001,125.82,122.790001,124.335999,0,124.335999
124.410004,124.410004,122.064003,123.269997,0,123.269997
123.230003,123.620003,122.519997,123.040001,0,123.040001
123.019997,123.400002,120.5,121.239998,0,121.239998
120.790001,120.982002,117.239998,117.400002,0,117.400002
117.297997,119.32,116.681,118.377998,0,118.377998
118.375,119.089996,116.900002,118.342003,0,118.342003
118.299004,119.260002,116.540001,118.089996,0,118.089996
118.089996,118.519997,116.059998,118.019997,0,118.019997
118.123001,120.810997,118.079002,120.047997,0,120.047997
120.059998,120.209999,118.459999,119.330002,0,119.330002
119.300003,121.330002,119.300003,120.827003,0,120.827003
120.814003,122.690002,120.290001,121.968002,0,121.968002
121.987,122.449997,118.510002,121.589996,0,121.589996
121.919998,124.505997,121.769997,123.949997,0,123.949997
123.900002,125.435997,122.697998,124.694,0,124.694
124.720001,126.621002,124.199997,125.757004,0,125.757004
125.760002,130.059998,125.660004,127.940002,0,127.940002
127.860001,128.158005,123.699997,124.300003,0,124.300003
125.120003,126.564003,125.050003,125.809998,0,125.809998
125.809998,126.962997,125.777,126.615997,0,126.615997
126.629997,126.809998,126.010002,126.660004,0,126.660004
126.68,127.699997,126.339996,126.599998,0,126.599998
126.873001,127.695,126.730003,127.339996,0,127.339996
