CL.F.Open,CL.F.High,CL.F.Low,CL.F.Close,CL.F.Volume,CL.F.Adjusted
71.160004,72.400002,70.75,71.989998,421966,71.989998
72.510002,74.959999,72.029999,74.379997,436981,74.379997
73.870003,76.300003,73.720001,75.480003,430042,75.480003
75.519997,75.639999,73.260002,73.779999,421739,73.779999
74.059998,75.989998,74.040001,75.120003,321671,75.120003
74.769997,77.160004,74.620003,76.940002,308294,76.940002
77.059998,78.129997,76.059998,77.669998,323357,77.669998
77.449997,77.790001,76.169998,76.790001,303284,76.790001
76.550003,77.449997,75.559998,77.18,157434,77.18
77.5,78.919998,76.879997,77.82,124289,77.82
77.349998,78.099998,76.529999,77.209999,285495,77.209999
77.519997,77.830002,75.169998,76.349998,365038,76.349998
76,76.57,75.32,76.510002,260401,76.510002
76.559998,79.190002,75.900002,78.860001,316456,78.860001
79,79.379997,77.720001,78.25,223305,78.25
78.150002,78.32,75.209999,75.940002,323267,75.940002
75.459999,76.830002,74.389999,75.629997,357752,75.629997
75.370003,75.400002,72.050003,72.949997,405081,72.949997
72.669998,73.379997,71.620003,72.139999,256171,72.139999
72.059998,73.860001,71.089996,71.980003,325727,71.980003
72.07,74.559998,71.440002,74.07,288660,74.07
74.849998,76,74.379997,75.440002,325813,75.440002
75.849998,76.480003,75,76.089996,269887,76.089996
76.300003,76.43,74.519997,74.949997,309169,74.949997
75.059998,77.370003,74.25,77.150002,361792,77.150002
77.129997,78.150002,76.379997,77.040001,364471,77.040001
76.760002,77.660004,75.330002,76.620003,366023,76.620003
76.82,77.150002,75.25,76.010002,225250,76.010002
75.720001,77.690002,75.5,76.540001,169548,76.540001
76.400002,77.57,75.650002,77.440002,285817,77.440002
77.849998,78.57,76.199997,76.559998,322410,76.559998
76.43,79.419998,76.160004,79.300003,358815,79.300003
79.269997,79.599998,78.400002,78.980003,259741,78.980003
78.980003,79.330002,78.059998,78.980003,227656,78.980003
78.919998,79.690002,76.790001,77.5,377844,77.5
77.080002,77.739998,75.900002,76.989998,314173,76.989998
76.889999,78.889999,76.449997,78.360001,350581,78.360001
78.25,79.050003,76.830002,78.949997,294425,78.949997
78.949997,81.769997,78.830002,81.339996,306098,81.339996
81.410004,82.639999,81.110001,82.550003,290979,82.550003
82.419998,82.970001,81.620003,82.470001,293321,82.470001
82.440002,82.480003,81.559998,82.010002,234811,82.010002
82.120003,82.669998,80.040001,80.699997,397532,80.699997
80.910004,81.760002,80.709999,81.480003,267083,81.480003
81.440002,81.620003,79.199997,80.25,385854,80.25
80.220001,80.440002,77.419998,78.019997,416889,78.019997
77.309998,77.970001,75.519997,75.739998,430788,75.739998
75.75,76.739998,75.010002,75.389999,286126,75.389999
75.599998,75.949997,74.860001,75.239998,237455,75.239998
75.059998,76.629997,75.010002,75.769997,347432,75.769997
75.449997,75.739998,73.830002,75.419998,247104,75.419998
75.269997,76.099998,73.959999,74.43,123224,74.43
74.449997,74.599998,73.190002,73.459999,246977,73.459999
73.900002,74.480003,72.75,73.099998,252439,73.099998
72.949997,73.050003,71.32,71.629997,340994,71.629997
71.470001,72.870003,70.760002,72.519997,343405,72.519997
72.82,73.980003,72.540001,73.360001,362828,73.360001
73.18,75.449997,72.040001,75.169998,477903,75.169998
75.5,75.580002,74.169998,74.699997,260666,74.699997
74.07,74.730003,71.529999,71.919998,469412,71.919998
71.699997,74.480003,71.669998,73.910004,396607,73.910004
73.910004,75.139999,73.110001,75.019997,340168,75.019997
74.93,75.440002,73.199997,74.599998,379300,74.599998
74.300003,74.629997,72.629997,74.089996,406641,74.089996
73.910004,75.389999,73.370003,74.669998,359759,74.669998
74.919998,75.959999,73.879997,74.25,372881,74.25
74.400002,76.730003,74.370003,76.449997,431370,76.449997
76.360001,78.040001,76.360001,77.190002,349157,77.190002
77.169998,77.989998,76.209999,76.800003,416114,76.800003
76.639999,76.650002,74.660004,76.019997,356325,76.019997
75.760002,75.989998,74.110001,74.57,289281,74.57
74.470001,75.25,72.75,73.660004,195831,73.660004
73.589996,75.449997,73.32,74.860001,132427,74.860001
74.57,74.599998,72.809998,73.519997,311954,73.519997
74.790001,76,73.839996,74.709999,343846,74.709999
74.839996,75.610001,73.580002,75.18,295903,75.18
74.949997,76.68,74.660004,76.489998,288499,76.489998
76.470001,77.169998,75.519997,76.519997,289641,76.519997
76.230003,77.120003,75.529999,76.18,329350,76.18
76.199997,78.129997,75.599998,77.860001,388993,77.860001
77.910004,80.18,77.550003,79.970001,418628,79.970001
79.839996,81.690002,79.699997,81.580002,359944,81.580002
81.68,82.379997,80.769997,81.470001,313306,81.470001
81.370003,82.989998,81.150002,82.82,336832,82.82
82.599998,84.089996,82.290001,83.230003,349174,83.230003
83.269997,84.43,81,81.669998,450952,81.669998
81.43,83.129997,80.300003,82.660004,414081,82.660004
82.949997,83.5,81.849998,82.209999,234320,82.209999
81.940002,82.330002,80.879997,81.669998,333582,81.669998
81.720001,83.449997,81.68,83.010002,330288,83.010002
83.230003,84.120003,82.209999,82.690002,340955,82.690002
82.769997,83.330002,80.75,81.25,345844,81.25
81.379997,83.279999,80.349998,83.080002,225081,83.080002
82.949997,83.209999,79.389999,79.489998,151357,79.489998
79.480003,82.029999,79.349998,81.769997,422745,81.769997
82.550003,82.699997,80.089996,80.559998,378285,80.559998
80.730003,82.07,80.410004,81.690002,256382,81.690002
82.010002,83.279999,81.449997,82.519997,339395,82.519997
82.470001,82.879997,81.809998,82.550003,265930,82.550003
82.480003,82.690002,80.519997,81.940002,375249,81.940002
81.989998,82.639999,81.5,82.18,296748,82.18
81.919998,82.120003,80.559998,81.43,313874,81.43
81.449997,83.860001,81.32,82.949997,358535,82.949997
82.879997,84.470001,82.830002,83.900002,281834,83.900002
84.370003,85.360001,83.57,84.690002,393735,84.690002
85.089996,86.830002,84.919998,86.489998,317997,86.489998
86.599998,87.43,85.959999,86.849998,317997,86.849998
87.389999,87.489998,85.959999,87.059998,309966,87.059998
86.75,87.629997,85.480003,86.720001,367995,86.720001
86.449997,88.209999,86.099998,87.809998,472840,87.809998
87.849998,88.629997,87.540001,87.809998,343012,87.809998
87.730003,87.849998,84.519997,84.879997,478815,84.879997
84.870003,85.769997,84.480003,84.860001,315260,84.860001
84.580002,84.739998,82.07,82.339996,454828,82.339996
82.440002,82.669998,80.059998,80.440002,334525,80.440002
80.449997,82.349998,80.440002,81.849998,160405,81.849998
82.239998,82.75,80.589996,81.510002,324513,81.510002
82.150002,82.870003,80.68,81.739998,290222,81.739998
81.610001,82.099998,80.279999,81.25,351860,81.25
80.989998,84.199997,80.970001,83.860001,324511,83.860001
NA,NA,NA,NA,NA,NA
83.900002,85.830002,83.589996,85.730003,335800,85.730003
85.809998,85.900002,83.550003,84.110001,338358,84.110001
83.660004,86.949997,83.629997,86.75,340736,86.75
86.800003,88.129997,86.269997,88,330642,88
87.940002,89.489998,87.139999,89.190002,354635,89.190002
89.440002,89.760002,88.559998,89.379997,293836,89.379997
88.919998,90.760002,88.099998,88.690002,462689,88.690002
88.349998,88.989998,87.330002,88.279999,383144,88.279999
88.550003,89.419998,87.709999,88.370003,353964,88.370003
88.510002,89,87.099998,87.790001,313842,87.790001
87.68,89.489998,87.440002,88.610001,329766,88.610001
88.190002,88.949997,87.739998,88.279999,281851,88.279999
88.279999,89.089996,86.830002,88.620003,355056,88.620003
88.480003,88.650002,87.629997,87.699997,221145,87.699997
87.870003,88.519997,87.010002,88.019997,152396,88.019997
88.18,88.980003,87.260002,88.809998,265975,88.809998
89.220001,89.970001,89.059998,89.82,187321,89.82
89.989998,90.800003,89.849998,90.480003,187386,90.480003
90.610001,91.629997,90.330002,91.510002,145007,91.510002
91.07,91.879997,90.510002,91,104321,91
90.790001,91.669998,90.75,91.489998,104415,91.489998
91.269997,91.529999,90.800003,91.120003,117853,91.120003
90.980003,91.400002,89.019997,89.839996,209645,89.839996
89.669998,92.059998,89.050003,91.379997,171010,91.379997
91.309998,92.580002,91.209999,91.550003,225189,91.550003
91.5,92.07,88.360001,89.379997,415521,89.379997
89.290001,90.839996,88.099998,90.300003,416908,90.300003
90.470001,90.709999,87.849998,88.379997,440456,88.379997
88.18,89.480003,87.25,88.029999,444813,88.029999
89,89.980003,88.129997,89.25,430277,89.25
89.309998,91.389999,88.93,91.110001,429761,91.110001
91.18,92.389999,90.790001,91.860001,382686,91.860001
92,92.370003,90.75,91.400002,358898,91.400002
90.989998,91.690002,90.099998,91.540001,313331,91.540001
91.510002,91.900002,90.550003,91.379997,211930,91.379997
91.339996,92.099998,90.470001,90.860001,109525,90.860001
90.699997,90.860001,88,88.860001,442041,88.860001
89.449997,90.220001,88.870003,89.110001,287810,89.110001
89.260002,89.629997,87.269997,87.870003,356085,87.870003
87.699997,87.849998,86.120003,86.190002,338646,86.190002
86.230003,87.779999,86.029999,87.330002,347753,87.330002
87.550003,87.660004,85.419998,85.639999,369379,85.639999
85.279999,89.730003,85.110001,89.339996,584789,89.339996
89.970001,92.839996,88.400002,92.190002,436801,92.190002
92.199997,92.449997,90.440002,90.769997,392882,90.769997
90.510002,91.779999,90.099998,90.860001,312107,90.860001
90.93,92.050003,90,90.540001,290494,90.540001
90.629997,91.669998,88.449997,89.029999,359925,89.029999
89.059998,89.540001,87.18,87.480003,324984,87.480003
87.410004,88.110001,85.879997,86.940002,414877,86.940002
87.349998,87.949997,86.360001,86.709999,367209,86.709999
86.93,87.900002,85.959999,86.730003,419188,86.730003
87.699997,87.769997,85.099998,85.580002,383391,85.580002
85.5,86.519997,84.580002,84.809998,319329,84.809998
84.839996,85.970001,83.849998,84.32,284165,84.32
84.440002,85.949997,84.120003,84.989998,297660,84.989998
85.25,86.629997,84.379997,86.360001,176128,86.360001
86.400002,87.879997,85.650002,86.199997,155296,86.199997
86.379997,94.489998,86.25,93.57,638193,93.57
95.68,100,95.139999,98.099998,489667,98.099998
98.970001,103.410004,95.620003,97.279999,507456,97.279999
96.629997,99.199997,96.169998,97.879997,307903,97.879997
98.5,99.959999,96.709999,96.970001,262001,96.970001
96.970001,100.68,96.370003,99.629997,322429,99.629997
100.480003,102.43,99.209999,102.230003,446378,102.230003
102.389999,102.940002,100.150002,101.910004,382555,101.910004
101.699997,105.169998,101.540001,104.419998,369148,104.419998
104.650002,106.949997,104.25,105.440002,404435,105.440002
104.849998,105.790001,103.330002,105.019997,420036,105.019997
104.959999,105.919998,103.900002,104.379997,353948,104.379997
104.449997,105.059998,100.620003,102.699997,432988,102.699997
102.639999,103,99.010002,101.160004,342531,101.160004
100.309998,101.599998,98.470001,101.190002,289434,101.190002
101.860001,101.870003,96.709999,97.18,388736,97.18
97.400002,99.599998,96.220001,97.980003,357944,97.980003
98.099998,101.989998,96.599998,101.419998,261573,101.419998
101.779999,103.660004,100.139999,101.07,217675,101.07
102.120003,103.349998,101.660004,102.330002,103960,102.330002
102.099998,104.540001,101.43,104,303365,104
104.849998,106.339996,104.379997,105.75,254571,105.75
105.519997,106.690002,104.760002,105.599998,258015,105.599998
105.459999,105.949997,104.5,105.400002,235658,105.400002
105.43,105.760002,103.599998,103.980003,223079,103.980003
103.940002,105,102.699997,104.790001,246824,104.790001
104.449997,105.150002,103.440002,104.269997,256895,104.269997
104.309998,106.830002,104.120003,106.720001,270630,106.720001
106.620003,108.230003,106.300003,107.940002,283710,107.940002
108.290001,108.779999,107.580002,108.470001,228494,108.470001
108.199997,108.599998,107.5,108.339996,249358,108.339996
107.989998,109.150002,107.720001,108.830002,255598,108.830002
108.669998,110.440002,108.230003,110.300003,334906,110.300003
110.32,113.18,110.110001,112.790001,319475,112.790001
113.279999,113.459999,108.879997,109.919998,364348,109.919998
108.970001,110.239998,105.470001,106.25,555625,106.25
106.019997,107.43,105.309998,107.110001,456863,107.110001
107.32,108.550003,105.769997,108.110001,352072,108.110001
108.449997,110.099998,107.209999,109.660004,224394,109.660004
109.43,109.440002,106.540001,107.120003,138178,107.120003
107.519997,108.449997,105.5,108.150002,324778,108.150002
108.449997,111.660004,107.959999,111.449997,291546,111.449997
111.370003,112.480003,111,112.290001,240462,112.290001
112.339996,113.480003,111.080002,112.279999,209683,112.279999
112.150002,112.639999,111.120003,112.209999,234441,112.209999
111.889999,113.400002,110.709999,112.760002,338697,112.760002
113.129997,113.970001,111.690002,112.860001,301604,112.860001
112.82,114.18,112.25,113.93,201831,113.93
113.889999,114.830002,110.82,113.519997,310994,113.519997
112.980003,113.220001,110.300003,111.050003,300333,111.050003
110.68,111.220001,108.480003,109.239998,333018,109.239998
108.779999,109.379997,98.25,99.800003,670082,99.800003
99.760002,102.379997,94.629997,97.18,606528,97.18
98.110001,103.400002,97.419998,102.550003,469290,102.550003
102.440002,103.949997,100.120003,103.879997,439607,103.879997
103.690002,104.599998,97.5,98.209999,524761,98.209999
98.589996,100.489998,95.25,98.970001,522503,98.970001
98.809998,100.699997,97.089996,99.650002,367717,99.650002
99.360001,99.650002,96.889999,97.370003,335318,97.370003
96.980003,97.809998,95.019997,96.910004,399128,96.910004
97.57,100.989998,97.459999,100.099998,285299,100.099998
99.760002,100.790001,98.160004,98.440002,142668,98.440002
98.599998,99.900002,95.989998,99.489998,394911,99.489998
99.68,100.040001,96.370003,97.699997,296828,97.699997
97.540001,100.089996,96.610001,99.589996,339530,99.589996
99.269997,101.629997,98.199997,101.32,354880,101.32
101.239998,101.900002,99.610001,100.230003,332135,100.230003
100.160004,101.239998,100.040001,100.589996,212254,100.589996
100.690002,103.389999,99.599998,102.699997,319037,102.699997
102.68,103.309998,99.860001,100.290001,376476,100.290001
99.790001,100.900002,98.459999,100.400002,389637,100.400002
100.870003,100.870003,98.120003,100.220001,351309,100.220001
100.419998,100.68,98.550003,99.010002,289670,99.010002
98.82,99.699997,97.739998,99.089996,415373,99.089996
99.580002,101.889999,98.019997,100.739998,484275,100.739998
100.830002,102.440002,100.739998,101.93,345542,101.93
101.839996,102.150002,98.599998,99.290001,379238,99.290001
98.769997,99.32,96.129997,97.300003,381993,97.300003
97.089996,99.440002,96.510002,99.370003,347721,99.370003
99.68,99.949997,94.010002,94.809998,508717,94.809998
95.290001,95.75,94.290001,94.949997,336011,94.949997
95.099998,95.400002,91.839996,93.010002,245013,93.010002
92.800003,93.489998,91.139999,93.260002,136837,93.260002
93.489998,94.739998,92.5,93.400002,323911,93.400002
93.760002,95.699997,93.239998,95.410004,296275,95.410004
94.400002,94.470001,89.690002,91.019997,484057,91.019997
92.290001,92.339996,89.82,91.160004,337767,91.160004
91.160004,91.300003,89.610001,90.610001,278681,90.610001
90.709999,92.959999,90.440002,92.889999,279024,92.889999
93.370003,95.839996,92.660004,94.769997,348790,94.769997
95.080002,95.82,93.879997,95.419998,276580,95.419998
95.120003,95.389999,93.449997,94.940002,263626,94.940002
94.980003,97.480003,94.339996,96.889999,275650,96.889999
97,97.790001,95.900002,96.650002,288321,96.650002
97.040001,99.419998,96.989998,98.669998,339270,98.669998
98.790001,99.18,95.599998,96.199997,347999,96.199997
96.099998,96.75,94.139999,95.150002,311449,95.150002
95.089996,97.5,93.550003,97.43,343493,97.43
96.720001,99.209999,96.529999,98.050003,355098,98.050003
97.589996,98.879997,94.529999,95.690002,403419,95.690002
96.029999,97.739998,95.209999,97.239998,266461,97.239998
97.370003,97.690002,94.690002,95.93,203973,95.93
96.160004,98.650002,95.93,97.5,138045,97.5
98.110001,99.019997,96.639999,98.139999,295669,98.139999
98.360001,100.160004,97.199997,99.129997,293973,99.129997
99.199997,100.190002,98.43,99.870003,223266,99.870003
99.760002,99.870003,98.519997,99.199997,205209,99.199997
99.150002,100.620003,97.760002,99.589996,332692,99.589996
99.18,99.5,97.139999,97.400002,304524,97.400002
97.269997,98.010002,96.510002,97.440002,236246,97.440002
97.160004,97.389999,94.949997,95.699997,284385,95.699997
96.199997,98.599998,93.419998,94.889999,398857,94.889999
95.019997,95.68,93.080002,93.790001,328175,93.790001
93.150002,93.75,91.220001,91.93,350221,91.93
91.940002,92.589996,86.040001,86.629997,535941,86.629997
86.5,88.32,82.870003,86.879997,512488,86.879997
85.709999,85.730003,80.169998,81.309998,521066,81.309998
81.099998,83.050003,75.709999,79.300003,605796,79.300003
81.900002,83.139999,79.529999,82.889999,520144,82.889999
81.949997,85.970001,81.029999,85.720001,502092,85.720001
85.550003,87.370003,84.019997,85.379997,350091,85.379997
85.589996,88.050003,84.400002,87.879997,292796,87.879997
87.68,87.93,85.620003,86.650002,375339,86.650002
87.099998,89,86.650002,87.580002,344487,87.580002
87.410004,87.529999,81.150002,82.379997,331275,82.379997
81.300003,83.550003,79.169998,82.260002,148811,82.260002
82.419998,84.669998,81.129997,84.120003,374045,84.120003
84.449997,86.389999,83.400002,85.440002,353947,85.440002
85.669998,86.589996,84.550003,85.160004,294928,85.160004
85.169998,86.559998,83.010002,85.300003,357816,85.300003
85.089996,85.639999,82.949997,85.370003,283261,85.370003
85.330002,87.620003,85.110001,87.269997,208605,87.269997
87.510002,89.209999,86.459999,88.900002,315383,88.900002
88.790001,89.540001,87.669998,88.809998,317696,88.809998
88.730003,89.900002,88.209999,88.93,282342,88.93
88.779999,88.989998,85.419998,86.449997,307284,86.449997
86.459999,86.599998,83.199997,86.019997,316166,86.019997
86.5,90.480003,86.150002,89.339996,313728,89.339996
90.110001,90.230003,88.589996,89.050003,336725,89.050003
88.769997,89.5,85.639999,87.239998,349238,87.239998
86.699997,88.949997,85,88.190002,355070,88.190002
88.949997,90.519997,87.809998,90.209999,364262,90.209999
89.879997,90.25,88.209999,88.910004,330978,88.910004
88.599998,90.150002,88.010002,89.400002,296285,89.400002
89.110001,89.779999,87,87.959999,210962,87.959999
87.75,87.75,84.790001,85.699997,132221,85.699997
85.839996,87.459999,85.110001,86.889999,264593,86.889999
86.510002,87.989998,84.919998,85.919998,298905,85.919998
84.809998,85,79.660004,80.510002,459998,80.510002
80.400002,81.809998,77.550003,79.849998,427569,79.849998
79.639999,81.360001,77.110001,80.239998,325671,80.239998
81.480003,84.769997,80.919998,84.449997,313568,84.449997
83.760002,84.620003,80.540001,81.209999,282850,81.209999
80.669998,83.980003,79.639999,82.139999,351345,82.139999
83.07,83.230003,78.599998,79.199997,367957,79.199997
78.919998,79.639999,76.650002,77.610001,392782,77.610001
76.400002,77.989998,74.949997,75.669998,428113,75.669998
78.25,79.82,76.940002,79.68,336067,79.68
79.709999,82.900002,79.080002,82.589996,386089,82.589996
82.57,84,81.360001,82.980003,377540,82.980003
82.75,86.089996,82.75,85.410004,264825,85.410004
85.699997,86.639999,83.970001,85.809998,362324,85.809998
85.199997,86.589996,84.519997,85.57,294230,85.57
84.93,85.389999,83.169998,84.230003,360268,84.230003
84.470001,87.400002,83.769997,86.800003,274846,86.800003
87.480003,88.18,85.879997,86.379997,227298,86.379997
86.199997,89.029999,85.550003,88.339996,203765,88.339996
88.260002,89.510002,85.870003,86.110001,112020,86.110001
86.099998,86.940002,84.099998,85.300003,389241,85.300003
86.5,88.889999,85.949997,87.400002,296555,87.400002
87.050003,91.879997,87,91.269997,484139,91.269997
91.690002,94.650002,91.099998,93.169998,489373,93.169998
92.589996,93.919998,90,90.199997,411445,90.199997
90.980003,94.25,90.739998,93.959999,327446,93.959999
93.93,93.93,92.010002,93.32,276760,93.32
93.529999,93.800003,91.360001,93.190002,228561,93.190002
92.580002,92.879997,89.169998,92.190002,351343,92.190002
91.599998,93.790001,90.970001,92.510002,265626,92.510002
92.989998,94.610001,90.870003,94.07,299987,94.07
94.239998,94.93,92.870003,94.260002,295457,94.260002
94.260002,96.110001,93.230003,95.519997,321186,95.519997
95.870003,97.080002,95.230003,96.800003,313566,96.800003
96.809998,97.839996,94.540001,95.739998,445712,95.739998
95.75,98.349998,95.199997,97.779999,347730,97.779999
97.510002,99.199997,97.349998,98.989998,282786,98.989998
99.300003,99.690002,97.190002,98.139999,351523,98.139999
98.040001,99.839996,97.510002,99.370003,353319,99.370003
99.32,102.889999,98.389999,102.589996,379612,102.589996
101.760002,103.370003,98.279999,98.82,194039,98.82
98.610001,100.150002,96.639999,97.410004,341638,97.410004
97.540001,97.860001,95.239998,96.919998,279104,96.919998
97.199997,98.699997,96.550003,98.010002,319245,98.010002
97.790001,97.870003,95.349998,96.169998,283449,96.169998
NA,NA,NA,NA,NA,NA
97.5,100.739998,97.129997,98.209999,311735,98.209999
97.75,100.150002,97.230003,99.790001,320858,99.790001
99.480003,101.75,98.919998,100.360001,302863,100.360001
100.510002,101.169998,98.870003,100.199997,275858,100.199997
100,101.559998,99.760002,100.959999,245915,100.959999
101.230003,102.440002,100.239998,100.989998,239380,100.989998
100.449997,101.419998,100.199997,101.279999,217029,101.279999
101.110001,101.940002,99.669998,100.489998,330533,100.489998
100.839996,101.730003,97.709999,98.339996,340677,98.339996
98.080002,99.910004,97.360001,99.410004,318767,99.410004
99.580002,99.68,97.540001,97.769997,279146,97.769997
97.849998,101.25,97.639999,100.139999,380754,100.139999
100.330002,100.330002,94.209999,94.949997,377475,94.949997
94.889999,95.989998,93.309998,93.870003,273761,93.870003
93.419998,94.790001,92.519997,93.529999,205893,93.529999
93.760002,94.419998,92.540001,93.879997,114563,93.879997
94.139999,97.449997,94.139999,97.220001,242305,97.220001
97.529999,99.25,96.800003,98.669998,219505,98.669998
99.029999,100.050003,98.510002,99.529999,151560,99.529999
99.480003,100.230003,99.239998,99.68,95270,99.68
99.919998,101.769997,99.370003,101.339996,124238,101.339996
101.25,101.709999,99.110001,99.360001,164655,99.360001
99.589996,99.919998,98.300003,99.650002,153915,99.650002
99.779999,100.160004,98.610001,98.830002,154064,98.830002
99.699997,103.18,99.650002,102.959999,275481,102.959999
102.989998,103.739998,101.879997,103.220001,271711,103.220001
103.290001,103.730003,101.300003,101.809998,295615,101.809998
101.349998,102.800003,100.879997,101.559998,290458,101.559998
101.919998,102.150002,100.099998,101.309998,311866,101.309998
101.300003,103.410004,101.300003,102.239998,291273,102.239998
102.199997,102.459999,100.550003,100.870003,311641,100.870003
101,102.980003,98.5,99.099998,370509,99.099998
99.199997,100.190002,97.699997,98.699997,335624,98.699997
98.949997,101.010002,98.599998,100.709999,341887,100.709999
100.910004,102.059998,99.839996,100.589996,269387,100.589996
101.139999,102.059998,99.980003,100.389999,120170,100.389999
100.389999,100.739998,97.910004,98.459999,304986,98.459999
98.339996,100.239998,97.400002,99.580002,238960,99.580002
99.879997,100.18,98.25,98.949997,242477,98.949997
99.199997,100.400002,97.529999,99.400002,322794,99.400002
99.959999,101.389999,99.230003,99.699997,260744,99.699997
99.93,100.629997,99.129997,99.559998,253456,99.559998
100,100.050003,98.43,98.779999,215829,98.779999
98.879997,101.290001,97.860001,98.480003,373891,98.480003
98.379997,99.489998,97.110001,97.610001,293554,97.610001
97.110001,97.989998,95.440002,96.360001,331240,96.360001
96.610001,98.029999,96.010002,97.839996,318638,97.839996
97.739998,97.75,96.379997,96.910004,257715,96.910004
97.129997,99.129997,95.839996,98.410004,415728,98.410004
98.769997,100.089996,98.099998,98.709999,364737,98.709999
99.099998,100.18,98.660004,99.839996,295425,99.839996
99.889999,99.889999,97.32,98.669998,307564,98.669998
99.330002,101,99.089996,100.910004,268062,100.910004
100.730003,101.839996,100.279999,100.739998,314286,100.739998
100.900002,102.540001,100.610001,101.800003,278272,101.800003
101.900002,102.690002,100.839996,102.309998,197307,102.309998
102.349998,104.139999,102.25,103.239998,134499,103.239998
104.650002,106.07,104.260002,105.839996,316239,105.839996
106.010002,106.720001,105.610001,106.279999,241329,106.279999
105.949997,108.739998,105.449997,107.830002,325662,107.830002
108.660004,109.949997,107.949997,109.769997,267713,109.769997
109.669998,109.769997,107.269997,108.559998,277597,108.559998
107.949997,108.790001,106.300003,106.550003,278723,106.550003
106.459999,107.43,104.839996,107.07,353125,107.07
106.82,110.550003,106.550003,108.839996,389838,108.839996
108.75,109.029999,105.800003,106.699997,299664,106.699997
106.75,107.419998,105.5,106.720001,237450,106.720001
107.110001,107.339996,104.510002,104.699997,332561,104.699997
104.93,106.550003,104.349998,106.160004,333242,106.160004
106.239998,107.199997,105.839996,106.580002,279597,106.580002
106.910004,108.199997,106.129997,107.400002,292694,107.400002
107.5,107.559998,105.379997,106.339996,234727,106.339996
106.550003,107.349998,105.669998,106.709999,282350,106.709999
106.690002,107.019997,105.120003,105.43,283510,105.43
105.5,106.18,103.779999,105.110001,371039,105.110001
105.440002,107.339996,105.129997,107.059998,192992,107.059998
107.18,108.239998,106.550003,108.089996,110353,108.089996
107.82,107.910004,105.349998,105.610001,329535,105.610001
106.330002,107.639999,106.059998,107.269997,252603,107.269997
106.809998,107.120003,104.5,105.349998,295474,105.349998
105.519997,108.25,105.160004,106.870003,260269,106.870003
106.790001,107.32,106.190002,107.029999,162276,107.029999
107.089996,107.730003,106.519997,107.330002,209036,107.330002
106.809998,106.940002,104.669998,105.410004,309064,105.410004
105.580002,105.699997,102.129997,102.779999,319988,102.779999
103.290001,104.150002,102.779999,103.019997,244155,103.019997
103.269997,105.489998,102.059998,105.230003,278097,105.230003
105.040001,105.18,103.589996,104.010002,245541,104.010002
104.089996,104.120003,101.080002,101.470001,300729,101.470001
101.959999,103.400002,101.370003,103.309998,242903,103.309998
102.529999,102.599998,100.809998,102.459999,205924,102.459999
102.330002,102.959999,100.68,101.019997,312927,101.019997
100.940002,103.129997,100.839996,102.699997,283008,102.699997
102.550003,104.239998,102.389999,103.639999,271285,103.639999
103.660004,103.900002,102.610001,102.830002,227259,102.830002
102.800003,103.370003,101.800003,102.93,284959,102.93
103.150002,105.07,102.660004,104.199997,244523,104.199997
104.220001,104.510002,102.190002,102.669998,195812,102.669998
102.730003,103.209999,101.669998,102.269997,91398,102.269997
102.57,104.269997,102.449997,103.050003,225790,103.050003
103.82,103.900002,101.82,103.110001,213202,103.110001
103.110001,104.099998,102.790001,103.550003,196136,103.550003
103.760002,104.57,103.110001,104.120003,276652,104.120003
103.959999,104.919998,103.839996,104.550003,192832,104.550003
104.099998,105,103.739998,104.93,182104,104.93
104.93,105.160004,103.879997,104.870003,211453,104.870003
104.889999,106.43,104.389999,106.160004,245921,106.160004
105.980003,106.050003,104.910004,105.220001,256649,105.220001
105.389999,105.419998,102.360001,102.540001,316883,102.540001
102.589996,102.720001,97.510002,98.489998,443060,98.489998
98.050003,98.239998,95.339996,97.940002,300474,97.940002
97.959999,98.120003,95.519997,97.010002,333767,97.010002
97.379997,97.389999,95.169998,96.809998,332865,96.809998
96.449997,97.690002,96.080002,97.080002,282314,97.080002
96.529999,97.199997,95.559998,96.129997,260539,96.129997
95.790001,95.830002,93.650002,94.779999,251994,94.779999
93.910004,95.480003,93.019997,93.980003,284712,93.980003
93.160004,94.160004,91.809998,92.809998,308371,92.809998
92.769997,93.879997,92.089996,92.559998,280073,92.559998
92.860001,92.879997,90.93,91.480003,211749,91.480003
91.269997,93.059998,90.839996,92.57,107239,92.57
92.639999,93.010002,91.400002,91.660004,226226,91.660004
91.540001,91.720001,89.279999,89.900002,275522,89.900002
90.529999,91.519997,89.809998,90.660004,231521,90.660004
90.790001,91.32,90.199997,90.860001,153921,90.860001
91,92.209999,90.25,90.760002,262562,90.760002
90.860001,90.919998,87.269997,87.82,297197,87.82
87.550003,88.279999,85.860001,86.529999,345433,86.529999
86.440002,86.589996,82.290001,83.230003,407579,83.230003
82.959999,84.379997,81.209999,83.980003,309777,83.980003
84.139999,84.919998,83.309998,84.290001,246358,84.290001
84.120003,86.269997,84.029999,85.019997,313102,85.019997
85.5,87.029999,83.43,84.82,339002,84.82
83.629997,84.669998,82,84.099998,304641,84.099998
85.720001,86.639999,81.110001,82.699997,343211,82.699997
81.18,83.720001,81.07,83.32,320803,83.32
83.510002,84.010002,82.150002,82.620003,327544,82.620003
82.440002,84.419998,82.269997,83.910004,278944,83.910004
84.330002,84.800003,83.419998,84.029999,216554,84.029999
